,amplitude,center,delta,fractured,gamma,id_tracing,sigma,stderr_amplitude,stderr_center,stderr_gamma,stderr_sigma,x,x_tracing,y,y_tracing
0,9.863624146144994e-05,6.32228615239235,0.05,False,-7.494556115843519,6.0,0.9838634390213161,3.2345528998120207e-06,0.010638132011555891,1.4636351844411042,0.04922730007643522,"[5.106235787813379, 5.121770826388576, 5.1911746779675845, 5.250447928326363, 5.301951533692688, 5.327784085830282, 5.455286130624065, 5.497227519021115, 5.554817036276287, 5.605180421342361, 5.640641873563034, 5.703291161401388, 5.746159309797358, 5.803879709145535, 5.830980758726137, 5.903530705837325, 5.9548855472070485, 6.00387547218833, 6.053449261015663, 6.103416948293935, 6.148463415258324, 6.200554567777022, 6.257251238546802, 6.2958277836270025, 6.337998698305425, 6.358904978750497]",4.699675324675322,"[3.230718968436138e-05, 3.89390517177155e-05, 4.020127877650684e-05, 4.065988620662204e-05, 5.587632632786806e-05, 5.368687377753318e-05, 4.6012088663200424e-05, 6.31111180502971e-05, 6.149021451730039e-05, 5.189838595429694e-05, 6.245054022797797e-05, 6.261737090000223e-05, 7.045433310577041e-05, 7.081263351415909e-05, 7.183482688283681e-05, 7.374785382203018e-05, 7.812628624855085e-05, 7.200543147579177e-05, 7.005091192244098e-05, 7.594590949931552e-05, 7.564204934934669e-05, 6.596876140698251e-05, 5.369662373396655e-05, 4.35307903372013e-05, 3.599645925921103e-05, 3.3677444027180675e-05]",3.5905032467532467
