,amplitude,center,delta,fractured,gamma,id_tracing,sigma,stderr_amplitude,stderr_center,stderr_gamma,stderr_sigma,x,x_tracing,y,y_tracing
0,3.642329560475519e-05,6.345431024023865,0.05,False,1.3825706126868114,0.0,0.5428355854403111,3.1660366590019642e-06,0.17970651870324175,1.38628365405049,0.1766041548788109,"[5.700605583416785, 5.779585085369988, 5.854330650617049, 5.896542503450622, 6.022878436163696, 6.076189422297029, 6.175846138113171, 6.187972060907381, 6.375279918262722, 6.486553668892871, 6.535821772366443, 6.5814035716363675, 6.624088649944594, 6.642507931800904, 6.736659304949688, 6.759399337556888, 6.815046770718862, 6.881492779104704, 6.926815920899952, 7.01139973876309, 7.044708811383899, 7.1029335031169225, 7.1786044430546525, 7.233668162968656, 7.250905525560901, 7.334047484560371, 7.3611372977019975, 7.435707923646917]",7.037337662337659,"[6.225138528796177e-06, 7.294953548256233e-06, 8.130698010917016e-06, 7.930662210119328e-06, 1.2445238815826327e-05, 1.602832430978686e-05, 1.2125725995571057e-05, 1.094051310041637e-05, 2.213985201780398e-05, 2.3195180852343664e-05, 3.9938223975139294e-05, 4.2861076426857297e-05, 4.033284152412913e-05, 3.957004017097058e-05, 3.62003254709129e-05, 3.240648944086441e-05, 3.8141982287251565e-05, 3.5159845311079116e-05, 2.84488083957871e-05, 1.0041938759395863e-05, 9.469605898997113e-06, 1.0068794844531555e-05, 1.5189221057370813e-05, 1.8416535129324257e-05, 2.3729231568139666e-05, 2.4787494881878944e-05, 1.1278991705168339e-05, 5.863061590911524e-07]",-0.5004058441558428
1,0.00010645458185661005,6.132721658226171,0.05,False,2.506467323023053,1.0,1.199615097285303,8.587567473439117e-06,0.11198911837696221,1.2182048476600331,0.23708537326675785,"[5.542732744087904, 5.604833997041834, 5.688308631099321, 5.701685485380932, 5.802590604358289, 5.872303514765368, 5.914242188906353, 5.948720273983898, 6.012643280038461, 6.0892782461358825, 6.134137447827827, 6.242029667402145, 6.340047890741972, 6.381072268252484, 6.440843744566918, 6.4912256635491685, 6.531736071688825, 6.564829526826921, 6.640679659751776, 6.688050029094309, 6.741338802475618, 6.786300359983739, 6.841117056840147, 6.870600673787467, 6.895190081487328, 6.980649786278208, 7.0377377159506, 7.076320026317626, 7.134990253363781, 7.158456037818081, 7.239414062516776, 7.279952967412924, 7.330097700251775, 7.417805438741698, 7.449271870911219, 7.5331681140655995, 7.581227371149676, 7.615669636799969, 7.689461277011233, 7.723944897714482, 7.745473869938375, 7.894758674851051]",6.842532467532465,"[9.707063587437786e-06, 1.187300000104887e-05, 1.327562191744726e-05, 9.957652259604495e-06, 3.1294270271650955e-05, 2.7485130683181167e-05, 8.586674601291734e-06, 9.85743242633609e-06, 3.8040950876097664e-05, 3.536867634341781e-05, 3.213672778536682e-05, 4.2219113969274295e-05, 3.145966011963441e-05, 5.152763156709076e-05, 3.5591582250856895e-05, 5.695731086836945e-05, 6.271580903284256e-05, 5.607802796161218e-05, 5.935279367736252e-05, 6.470758379871232e-05, 6.615369931745993e-05, 6.36868445300728e-05, 5.785121359584152e-05, 5.642441593148984e-05, 3.501345754520395e-05, 4.700877099566741e-05, 5.065428224578648e-05, 4.9607466451010536e-05, 6.018321625219137e-05, 4.533565922474048e-05, 4.5171313680293374e-05, 4.990415565579125e-05, 4.320309231502048e-05, 4.1250357581231525e-05, 8.175991013790787e-06, 4.726783132970499e-05, 2.9626241317632534e-05, 1.9277693299304223e-05, 4.476682201286146e-05, 3.230643351385162e-05, 2.121869227892574e-05, 3.9915937439925626e-05]",0.2398538961038952
2,0.00012142039999353901,5.974326242161719,0.05,False,2.2445820020773968,2.0,1.071093070347505,8.299984822306593e-06,0.10968220569208503,1.0745766994285775,0.19914464736078705,"[5.4014469848347195, 5.460614006033617, 5.52737483324959, 5.585697186994187, 5.634753952746043, 5.656478863391476, 5.707706712661682, 5.796592623963985, 5.872102091096699, 5.943899893534973, 5.997868397831668, 6.005774077579334, 6.099724817791285, 6.1470350841620585, 6.178468017218826, 6.246162696716692, 6.298175394565962, 6.3455160643781285, 6.393513249211728, 6.447922284324206, 6.492572236665836, 6.543812368755618, 6.59381760147819, 6.646575100670387, 6.698031027176326, 6.750734406832285, 6.79768349553387, 6.848246911819596, 6.899283207653477, 6.94718968561511, 6.995005240767035, 7.0365776261241315, 7.093351446048555, 7.146776052499418, 7.19036030304625, 7.236249011525378, 7.300066005548827, 7.306438275122004, 7.3750392280637715, 7.436472164266076, 7.488495160392294, 7.529296652623276, 7.589920356856295, 7.637920219123717]",6.64772727272727,"[1.2587880729392635e-05, 1.8976680113200644e-05, 1.3743928523931029e-05, 3.757032703474754e-05, 1.94535424581612e-05, 3.494215084299803e-05, 3.108903854058798e-05, 2.34824748052171e-05, 2.6681243098130118e-05, 3.713254569489074e-05, 3.2894124950922324e-05, 2.238397564080698e-05, 5.0170355777175755e-05, 6.599148391949711e-05, 4.843694781858824e-05, 6.553939032827443e-05, 7.888147187264956e-05, 7.465363945015357e-05, 7.519156902705207e-05, 8.391902656622235e-05, 8.411630355764478e-05, 8.626940921803596e-05, 6.802529410005804e-05, 6.0106022587272036e-05, 6.531913907498616e-05, 6.340584847549475e-05, 3.282860504000987e-05, 5.106745663540429e-05, 5.9662944337896745e-05, 7.04513688336078e-05, 3.4284540927505254e-05, 7.31734651823311e-05, 4.290774616992879e-05, 5.109606447579793e-05, 3.482471104998423e-05, 5.679200303387091e-05, 5.751462571258835e-05, 3.440841052468477e-05, 3.3449562960034835e-05, 5.007913399761567e-05, 3.8446969175368795e-05, 2.4653841208571038e-05, 4.15643640874532e-05, 1.4004971843447565e-05]",1.0580357142857153
3,0.00011092506251766546,6.1556506529062,0.05,False,1.5421693512259973,3.0,0.7981883360449737,2.3636703759287773e-05,0.361243392134898,2.47483979380412,0.560240441225448,"[5.1566660843038115, 5.280330476415054, 5.4754723539123145, 5.5704383187402335, 5.687099335297138, 5.736029385991131, 5.805633361549281, 5.886381709928063, 5.954595149603529, 5.990768388118722, 6.029040350933482, 6.095527013794957, 6.147335971928756, 6.204304467419377, 6.253237124863181, 6.301673950108653, 6.352889126564093, 6.4005353021047675, 6.428321292097823, 6.5060137551711605, 6.553497446751549, 6.601593413185195, 6.63965486950023, 6.7019072237897515, 6.749402062968869, 6.7935950322812495, 6.845541859791205, 6.886901069384525, 6.926933462458356, 7.000800693572593, 7.052456450296088, 7.099591093490547]",6.491883116883116,"[1.045883169149695e-05, 1.4751157000772444e-05, 1.4704308605501607e-05, 2.852411198673577e-05, 2.5362413394774628e-05, 1.7201016134950865e-05, 2.9969377947690916e-05, 2.8293568819896975e-05, 1.365465443686821e-05, 3.445884923867261e-05, 4.390617848689817e-05, 4.459181495000376e-05, 3.9899017882282025e-05, 6.251394345547647e-05, 6.420811825142708e-05, 7.631456236552832e-05, 8.371245410739166e-05, 6.937211897244927e-05, 8.546314437450671e-05, 8.11332254608363e-05, 6.996396568234987e-05, 8.374195124486917e-05, 7.7568327685325e-05, 8.49516131666473e-05, 8.222901494040928e-05, 7.649886753239842e-05, 2.1404688469821728e-05, 3.741933398204956e-05, 7.656957615509834e-05, 6.914636575437746e-05, 5.447011552591978e-05, 7.391302042483847e-05]",1.6424512987012996
4,8.898745768958134e-05,6.84010387697793,0.05,False,-1.3081878894493815,4.0,0.5718432149685895,5.309955748611534e-06,0.09940362520959162,0.940481055219094,0.09432025650912096,"[5.120745440579302, 5.294771208065151, 5.411646754389243, 5.473475356745206, 5.607549311716646, 5.766500450643816, 5.7891783681942535, 5.869158531723236, 5.903785774256105, 5.95258746461695, 5.991703494203832, 6.058307422657068, 6.110769579471672, 6.170134377161324, 6.2184995061280555, 6.265434740742905, 6.311456453350637, 6.365332285476525, 6.417722702238158, 6.468444599844966, 6.509526337054702, 6.56921260160632, 6.617474686571432, 6.64889609771223, 6.700888015725019, 6.765739363789688, 6.81306820031059, 6.858138280534629, 6.9063967914807005]",6.024350649350648,"[5.522168090477334e-06, 1.5405218869518015e-05, 6.932289502332616e-06, 1.806304319085075e-05, 1.3003287280823307e-05, 1.6517854337812386e-05, 2.082061137521244e-05, 3.3257147099410964e-05, 2.1597521273141273e-05, 3.7769588198658546e-05, 4.0262903830821264e-05, 4.2135839557093404e-05, 5.158381957037902e-05, 6.026301080150722e-05, 4.628003140620641e-05, 7.533631853466904e-05, 8.295707920268056e-05, 8.014343210527747e-05, 8.409606644766522e-05, 8.283515459122802e-05, 8.407599304349484e-05, 8.293385181841782e-05, 8.338097020225212e-05, 6.160038246744623e-05, 6.355880512016534e-05, 7.225793248605186e-05, 6.675292753120865e-05, 6.76334612002374e-05, 5.51134534720184e-05]",2.2268668831168843
5,6.136976124224134e-05,6.032012624058981,0.05,False,1.4222743872517274,5.0,0.4125950183762801,5.227619671346926e-06,0.12856324703286318,1.4297153167052536,0.15083750294196754,"[5.034282213046533, 5.386328529543269, 5.455968163984782, 5.523944070596215, 5.678182261441496, 5.778814991086534, 5.8313664759792925, 5.8831692385858165, 5.894087234288184, 5.98221301219613, 6.028556163330239, 6.078601537264745, 6.118119043523718, 6.1823149028581, 6.228140003893173, 6.2815305368722685, 6.327666432557389, 6.377790798485368, 6.425578672377311, 6.469048992724028, 6.532014636227302, 6.583233230194475, 6.62232514844138, 6.678658217096299]",5.362012987012985,"[6.49585759432214e-06, 6.9451552072466e-06, 7.02438063675621e-06, 1.9385687509885947e-05, 6.931629609739167e-06, 2.2159800271132127e-05, 1.6703619558540043e-05, 4.007147496359742e-05, 3.504901934940728e-05, 4.60577996264937e-05, 5.9558710113277325e-05, 6.809719730362153e-05, 6.978656689813481e-05, 7.06514393111817e-05, 8.335429089927705e-05, 8.548886338466635e-05, 8.230932106345645e-05, 8.463482539084464e-05, 7.748742498121518e-05, 2.291432294243523e-05, 5.930350471180893e-05, 5.469185598124967e-05, 3.7500672128882956e-05, 4.2622852374433696e-05]",2.8112824675324686
6,9.810230650378224e-05,6.318951628862507,0.05,False,-7.4541056486385315,6.0,0.9616328311418736,3.153316980179175e-06,0.010434276321890652,1.4369183214703674,0.04730304355517906,"[5.106235787813379, 5.121770826388576, 5.1911746779675845, 5.250447928326363, 5.301951533692688, 5.327784085830282, 5.455286130624065, 5.497227519021115, 5.554817036276287, 5.605180421342361, 5.640641873563034, 5.703291161401388, 5.746159309797358, 5.803879709145535, 5.830980758726137, 5.903530705837325, 5.9548855472070485, 6.004969660238583, 6.053449261015663, 6.103416948293935, 6.148463415258324, 6.200554567777022, 6.257251238546802, 6.2958277836270025, 6.337998698305425, 6.358904978750497]",4.699675324675322,"[3.230718968436138e-05, 3.89390517177155e-05, 4.020127877650684e-05, 4.065988620662204e-05, 5.587632632786806e-05, 5.368687377753318e-05, 4.6012088663200424e-05, 6.31111180502971e-05, 6.149021451730039e-05, 5.189838595429694e-05, 6.245054022797797e-05, 6.261737090000223e-05, 7.045433310577041e-05, 7.081263351415909e-05, 7.183482688283681e-05, 7.374785382203018e-05, 7.812628624855085e-05, 7.904796775853705e-05, 7.005091192244098e-05, 8.043627690228729e-05, 7.564204934934669e-05, 6.596876140698251e-05, 5.369662373396655e-05, 4.35307903372013e-05, 3.599645925921103e-05, 3.3677444027180675e-05]",3.5905032467532467
7,7.042402882148459e-05,6.015998614364335,0.05,False,-2.858478968005973,7.0,0.8433288497458422,3.2440550560891024e-06,0.038760565653769015,0.7957484761834438,0.08238969012624524,"[4.279214611646735, 4.508294331561057, 4.653848649786813, 4.758964438778964, 4.8769538570814905, 4.922583658194444, 4.964454479314178, 4.992192604777294, 5.078180258841176, 5.167621348604296, 5.212223887563789, 5.2539083228041275, 5.3186435980627955, 5.374855241374231, 5.4166507855891535, 5.464679102058145, 5.513834958702249, 5.579102399806401, 5.622482988415107, 5.677087777565467, 5.724158026670899, 5.770235448801139, 5.8264665419040576, 5.876947817920687, 5.912080673941386, 5.975930647206514, 6.0226521114185445, 6.047801984977669, 6.127356278668884, 6.139641595432609, 6.220378055637708, 6.267781173814921, 6.32160977881543]",3.7646103896103895,"[7.07427680255262e-06, 1.87436406632659e-05, 2.5322749725159124e-05, 2.2201664771623335e-05, 3.605857619143525e-05, 2.1398706342223895e-05, 1.8868282986051228e-05, 3.6157500811311244e-05, 3.756470955636048e-05, 3.529521127871045e-05, 3.728451448001495e-05, 3.484677797884404e-05, 5.3807258489022906e-05, 5.213440034057394e-05, 3.99590461694844e-05, 5.308816138849036e-05, 5.989833590189388e-05, 6.0578171345807756e-05, 5.733718194683573e-05, 5.569922420909612e-05, 5.50730643510184e-05, 4.850979193899545e-05, 4.731712968838989e-05, 5.098249989212919e-05, 3.804780355345966e-05, 3.599039996987508e-05, 3.2235475160515716e-05, 2.3141936786188038e-05, 1.7021795202739043e-05, 2.0046021640210942e-05, 1.5202759776164835e-05, 1.7035501213661505e-05, 2.3827692133627918e-05]",4.096996753246753
8,8.946483800412618e-05,5.914703289527949,0.05,False,-3.070112646124789,8.0,1.1501734434265547,6.535504691705135e-06,0.06979846856324765,1.225535245383829,0.16515180314381311,"[3.9387396632230613, 4.037374574251024, 4.1811611334552214, 4.218663543841398, 4.302704378190564, 4.378272132373222, 4.509697018841703, 4.667807150053049, 4.755812362125951, 4.844194236894606, 4.900042464811275, 4.980738623224785, 5.026955799593218, 5.07666742888144, 5.109671433893314, 5.165518906719313, 5.235993080709811, 5.281891573809823, 5.335553320212176, 5.38146923232361, 5.423046101459277, 5.485000836303107, 5.5384225663264735, 5.565353303431065, 5.612025007452871, 5.663966433400624, 5.7225596662839475, 5.780698079325818, 5.805129419448543, 5.867152089661655, 5.9206008267754715, 5.95430187108596, 6.036893463553632, 6.056112273510935, 6.11355448372422, 6.178993768698531, 6.238074919391282, 6.2868551094089735]",3.2581168831168803,"[1.796777721095486e-05, 2.4828890608016135e-05, 2.27470052269656e-05, 1.97290509760194e-05, 3.0195371611269715e-05, 2.8649364815760137e-05, 4.432556287099696e-05, 1.8911539089124234e-05, 1.9177013142540146e-05, 3.627346738675199e-05, 3.34058640677823e-05, 3.5947763074618575e-05, 3.5411726455984036e-05, 3.9247938943798836e-05, 5.3722023093773636e-05, 4.800767314748323e-05, 5.458680285929774e-05, 5.892214669063646e-05, 5.8344909533356774e-05, 5.9455716399169905e-05, 5.640945997603115e-05, 6.443598694622775e-05, 5.551174811483849e-05, 5.1892575200259084e-05, 4.992799284645842e-05, 5.28499436465382e-05, 3.8093747619563956e-05, 3.680356534487224e-05, 2.2156814084505173e-05, 1.7171341326586836e-05, 2.203813150967972e-05, 3.0120150285997517e-05, 2.2526504396315284e-05, 1.3014005625908005e-05, 1.674120890342001e-05, 2.2499651230124815e-05, 2.536357015721023e-05, 2.8002110159132298e-05]",4.369724025974026
9,8.946483800412618e-05,5.914703289527949,0.05,False,-3.070112646124789,9.0,1.1501734434265547,6.535504691705135e-06,0.06979846856324765,1.225535245383829,0.16515180314381311,"[3.9387396632230613, 4.037374574251024, 4.1811611334552214, 4.218663543841398, 4.302704378190564, 4.378272132373222, 4.509697018841703, 4.667807150053049, 4.755812362125951, 4.844194236894606, 4.900042464811275, 4.980738623224785, 5.026955799593218, 5.07666742888144, 5.109671433893314, 5.165518906719313, 5.235993080709811, 5.281891573809823, 5.335553320212176, 5.38146923232361, 5.423046101459277, 5.485000836303107, 5.5384225663264735, 5.565353303431065, 5.612025007452871, 5.663966433400624, 5.7225596662839475, 5.780698079325818, 5.805129419448543, 5.867152089661655, 5.9206008267754715, 5.95430187108596, 6.036893463553632, 6.056112273510935, 6.11355448372422, 6.178993768698531, 6.238074919391282, 6.2868551094089735]",2.439935064935064,"[1.796777721095486e-05, 2.4828890608016135e-05, 2.27470052269656e-05, 1.97290509760194e-05, 3.0195371611269715e-05, 2.8649364815760137e-05, 4.432556287099696e-05, 1.8911539089124234e-05, 1.9177013142540146e-05, 3.627346738675199e-05, 3.34058640677823e-05, 3.5947763074618575e-05, 3.5411726455984036e-05, 3.9247938943798836e-05, 5.3722023093773636e-05, 4.800767314748323e-05, 5.458680285929774e-05, 5.892214669063646e-05, 5.8344909533356774e-05, 5.9455716399169905e-05, 5.640945997603115e-05, 6.443598694622775e-05, 5.551174811483849e-05, 5.1892575200259084e-05, 4.992799284645842e-05, 5.28499436465382e-05, 3.8093747619563956e-05, 3.680356534487224e-05, 2.2156814084505173e-05, 1.7171341326586836e-05, 2.203813150967972e-05, 3.0120150285997517e-05, 2.2526504396315284e-05, 1.3014005625908005e-05, 1.674120890342001e-05, 2.2499651230124815e-05, 2.536357015721023e-05, 2.8002110159132298e-05]",4.564529220779222
