x,y,z,vx,vy,vz,mass,potential,escape_velocity,velocity_magnitude
-0.5775440000000001,1.799154,-0.6746899999999999,-86.91165199999996,-317.629028,223.43348700000004,,,1211.2949682055153,397.9501951181493
-0.9131760000000002,1.579937,-0.7570719999999997,-18.412139999999955,-337.5336,205.995102,,,1210.9063237922246,395.8559334863253
-0.9060980000000002,1.599514,-0.8218239999999998,-35.85986299999995,-328.119781,215.757523,,,1209.9714356132545,394.33466648135595
-0.8285210000000002,1.683501,-0.7571879999999998,-69.74145499999996,-321.148346,221.89704900000004,,,1209.8229209268602,396.5330138071244
-1.089958,1.663377,-0.3299269999999998,22.432983000000043,-343.955475,194.5009,,,1209.3209354840426,395.77671433469135
-0.7485500000000002,1.76317,-0.6500769999999999,-69.06008899999996,-326.641632,222.28472900000003,,,1209.7335967063161,401.0917007305372
-1.358277,1.338398,-0.4877429999999997,6.177032000000035,-368.975769,158.847824,,,1209.7998284840348,401.76349389037995
-1.188339,1.657214,-0.057017999999999736,28.22222900000004,-347.054657,188.425812,,,1207.2743577994192,395.9137731665513
-1.27573,1.583811,-0.07096799999999973,28.775665000000046,-341.253113,201.504532,,,1207.7272042973943,397.3484647572229
0.3227920000000005,0.474576,2.192713,158.622681,-360.251221,-40.64629700000003,,,1206.0167909278875,395.71987392526904
-1.3293030000000001,1.136058,-0.8309629999999997,-29.01629599999997,-387.042175,146.428467,,,1210.9997419487752,414.83115433903987
-0.2654410000000002,1.63827,-0.9144589999999999,-113.13687099999997,-353.197205,156.69030800000002,,,1213.3487235745542,402.6165294925402
0.1502460000000005,0.141098,2.261768,154.27182,-360.788086,-62.25000400000003,,,1205.112079849837,397.294475727584
-1.233239,1.529144,-0.3301149999999997,10.71978800000004,-366.740082,187.741989,,,1209.4314780093994,412.1410632705843
-1.5271750000000002,0.915558,-0.7835379999999996,12.099884000000019,-401.359314,89.994934,,,1208.5839854970775,411.50309145014745
-0.21797999999999967,1.63483,1.464731,161.737061,-361.71286,35.626029999999965,,,1205.230112883013,397.8244386709522
1.1570010000000004,0.026528,1.9750819999999998,114.39562999999997,-361.969543,-131.35604900000004,,,1205.8694995728185,401.6997906790793
-1.049713,1.754785,-0.04808499999999977,1.6949160000000456,-353.969238,205.441422,,,1208.2705098610988,409.27163603642236
-0.2557179999999995,-0.251032,2.27179,195.99133299999997,-329.346405,-96.78978000000004,,,1204.2568766671004,395.284604569909
0.02762900000000028,-2.022986,1.243501,195.29272499999993,-251.690521,-235.82333400000005,,,1203.9521896653537,396.35843835858043
0.5572170000000004,-0.225212,2.230607,157.06051599999998,-355.656586,-93.91999800000004,,,1205.0811176016327,399.97572285787754
-0.8645910000000001,1.723809,-0.5107529999999998,-12.729888999999957,-373.644562,190.471802,,,1210.693654480769,419.5852906659758
0.4001070000000004,-1.441581,1.812454,166.41482499999995,-298.344086,-209.47746300000003,,,1205.0326759055126,400.72920424629945
-1.4029780000000003,1.034601,-0.8006209999999997,-6.9443049999999715,-402.128052,127.793518,,,1210.6835878956979,422.00281612812023
0.9419560000000003,-1.797981,1.3175369999999997,128.97518899999994,-309.377899,-217.55613700000004,,,1203.7544392441507,399.59974538730967
-1.099482,1.666023,-0.15636999999999976,35.05011000000004,-376.515076,185.133804,,,1209.6731480032117,421.0304478892332
-1.252883,1.411263,-0.39545399999999975,-0.719665999999958,-381.763794,189.658585,,,1210.898633247226,426.27982733484845
0.06564400000000035,1.524718,1.623491,140.740662,-382.356537,32.23746499999997,,,1206.0259118277684,408.7098108394963
0.42716800000000016,-2.210088,0.7571239999999999,185.69293199999996,-245.594437,-266.27343800000006,,,1204.3786260972918,407.0626932850067
0.16957300000000017,-2.214952,0.768933,191.68102999999994,-255.842102,-247.19882200000004,,,1204.8935118922336,404.1089655227003
-1.185118,1.537235,-0.09438899999999974,30.687683000000042,-376.625061,198.3246,,,1210.5825044167786,426.7561568698479
0.5022000000000003,-1.928845,1.3410299999999997,162.23364299999994,-304.83255,-215.76382400000003,,,1204.7467576217005,407.18136770689415
-1.423265,1.30798,-0.32927499999999965,27.807739000000037,-395.786987,156.457047,,,1209.3864146748135,426.4966787476668
-0.8293530000000001,1.766213,-0.41094899999999984,-21.659545999999956,-382.394043,198.608505,,,1210.9682076751644,431.4390783333691
-1.3508280000000001,1.16701,-0.6059139999999996,-2.127349999999967,-407.625305,147.065063,,,1211.5365760058587,433.34864445335415
-0.5406499999999995,-1.06537,1.9932670000000001,160.70620699999998,-330.483337,-171.80751000000004,,,1203.155798307102,405.6643212008945
0.9167080000000002,-1.937791,1.1820019999999998,129.25649999999993,-303.371216,-241.92742900000002,,,1203.871878565157,408.9868193378837
0.42085799999999995,-2.508776,-0.2258960000000001,19.07867399999994,-288.411743,-277.079254,,,1199.5312626188615,400.3976052614361
0.1588130000000005,-0.293546,2.254991,171.97241199999996,-363.575836,-96.96466100000005,,,1205.0067427197243,413.7197656567082
0.3412389999999999,-2.573615,-0.46590200000000004,85.45587199999994,-264.106201,-284.068634,,,1198.1278625422246,397.17726557364625
-0.801237,1.828273,-0.07247199999999981,-12.033324999999964,-403.922119,161.93898,,,1210.8447464477022,435.3413745228521
-0.9862930000000002,1.385411,-0.9370049999999998,-38.401854999999955,-390.010864,197.362854,,,1211.262564434318,438.7884144374061
-1.119288,1.517563,-0.2993389999999998,21.756287000000047,-387.535645,203.262192,,,1211.7218637129563,438.14692839986594
-1.089453,1.624215,-0.25479299999999977,29.510956000000043,-391.523834,187.88504,,,1210.5817299959554,435.2730147503922
0.5946540000000001,-2.204758,0.7219719999999998,167.65423599999994,-268.155823,-269.12503100000004,,,1203.7670559539333,415.2634953475949
-0.8903280000000002,1.375115,-0.9897829999999997,-41.262847999999956,-395.900421,195.932251,,,1212.5288656357836,443.6543845776522
-0.5095690000000002,1.782523,-0.5651559999999999,-76.17376699999996,-401.017914,177.76254300000002,,,1213.36546431815,445.2160507233635
-1.338885,1.452921,-0.0333219999999997,35.80267300000004,-391.015717,185.1689,,,1208.9831471116543,434.12284420677406
-1.252652,1.594686,0.06205000000000028,30.47845500000004,-392.202667,170.110535,,,1207.2152873452192,428.5900866085054
-1.6658460000000002,0.57845,-0.7594349999999996,-21.14505,-433.650696,3.416153000000005,,,1208.9471142279135,434.1793516302984
