x,y
12.70779220779221,14.355519480519483
10.993506493506494,14.459415584415588
7.668831168831176,14.407467532467535
2.006493506493509,12.952922077922082
1.1753246753246778,12.069805194805198
-0.2792207792207755,10.926948051948052
-1.9415584415584384,9.680194805194809
-2.5129870129870113,8.537337662337663
-2.928571428571427,7.08279220779221
-3.551948051948049,6.095779220779221
-3.915584415584412,4.952922077922079
-4.487012987012985,3.4983766233766254
-4.694805194805191,1.8879870129870149
-4.694805194805191,0.225649350649352
-4.902597402597401,-0.8133116883116891
-4.175324675324671,-1.5925324675324681
-2.77272727272727,-2.8392857142857153
-1.006493506493502,-2.527597402597401
0.3441558441558463,-2.3198051948051948
1.1233766233766254,-1.436688311688311
1.6948051948051983,-0.553571428571427
1.7467532467532507,0.9009740259740262
0.3441558441558463,1.316558441558442
