x,y
-2.663961038961041,-6.1034902597402585
-1.6899350649350673,-6.064529220779219
-0.5211038961038987,-5.830762987012987
0.10227272727272663,-5.596996753246753
1.3100649350649327,-5.207386363636363
2.3230519480519476,-4.661931818181818
4.933441558441558,-1.155438311688311
4.894480519480517,0.6367694805194795
4.0762987012987,1.9614448051948052
2.7905844155844157,3.286120129870131
3.4139610389610375,2.7017045454545467
2.245129870129869,3.8705357142857153
1.7775974025974008,3.948457792207794
1.3100649350649327,4.104301948051948
0.5698051948051948,4.221185064935064
-0.17045454545454675,3.9874188311688314
-1.183441558441558,3.597808441558442
-1.7288961038961048,3.0133928571428577
-2.5470779220779214,2.467938311688311
-2.7029220779220786,1.6107954545454568
-2.8977272727272734,0.7536525974025992
-2.975649350649352,0.01339285714285765
-2.7029220779220786,-0.6489448051948052
-2.4691558441558463,-1.1943993506493484
