x,y
-0.326298701298704,5.606737012987015
-0.9496753246753258,5.567775974025974
-1.3782467532467528,5.100243506493506
-1.8068181818181834,4.59375
-2.3912337662337677,4.282061688311689
-2.7029220779220786,3.931412337662337
-3.131493506493509,3.7366071428571423
-3.4821428571428577,3.346996753246753
-3.754870129870131,2.840503246753247
-3.949675324675326,2.2950487012987004
-4.1444805194805205,1.4768668831168839
-4.1444805194805205,0.9314123376623371
-3.988636363636365,-0.1205357142857153
-3.7938311688311686,-0.7828733766233746
-3.5211038961038987,-1.4841720779220786
-3.131493506493509,-2.029626623376622
-2.3912337662337677,-2.302353896103895
-1.1444805194805205,-3.0036525974025956
-0.13149350649350922,-2.9257305194805205
0.6866883116883109,-2.4192370129870113
1.2711038961038952,-1.6400162337662323
1.1931818181818166,-0.7828733766233746
1.115259740259738,0.3080357142857153
