x,y
-1.9237012987012996,1.2431006493506516
-1.845779220779221,1.8664772727272734
-1.2224025974025992,2.41193181818182
-0.326298701298704,2.6456980519480524
0.5698051948051948,2.489853896103895
1.6217532467532472,2.256087662337663
2.245129870129869,1.632711038961041
2.55681818181818,0.814529220779221
2.8295454545454533,0.2690746753246742
3.1801948051948052,-0.5880681818181799
3.2581168831168803,-1.2504058441558428
3.141233766233764,-1.8737824675324681
2.55681818181818,-2.380275974025974
2.362012987012985,-2.808847402597401
1.7775974025974008,-3.0426136363636367
1.115259740259738,-3.432224025974026
0.18019480519480524,-4.289366883116882
-0.5600649350649363,-4.717938311688311
