x,y,z,Rs,vx,vy,vz,rho_resta_final_exp
0.3172546702659036,1.0214511595393014,-0.28163845288470396,1.069585432366069,-13.843883580888965,44.67387701290451,-0.3288710951162365,8.788919373669877e-05
0.19771057474096534,1.0343408271493204,-0.3847499639735621,1.0530671479408817,-29.634280697231677,18.956621155457768,-0.6637075372353481,4.136535360573725e-05
0.14034281234397553,1.0671504120445172,-0.2757569216150362,1.0763392155372762,-47.455064912817896,7.385792558997732,5.460657358661465,7.1895860980955e-05
0.5968341883812466,0.8701515697439518,-0.1897080961620657,1.0551657702695652,-51.71457217589725,52.32475228339674,-4.555933062981071,7.445233584995161e-05
0.2763977935460562,1.0281491907259883,-0.13533214358151166,1.0646532293040927,-79.48481569655883,-4.054836947452268,-16.404636434347935,5.3473774470552096e-05
0.7330083776797831,0.7850492582354659,-0.16483895162915072,1.0740594115805713,-54.745001532553005,60.84503204291913,-0.3576188114306877,6.366717720414656e-05
0.3706051203155247,1.0244883157094815,-0.4301432665841287,1.0894606299583913,-31.736504714595338,31.44316472940964,5.576816012810168,5.477850309311384e-05
0.8824909686717693,0.6463520722416602,-0.3518922657556912,1.0938744494128776,3.5654117998238632,72.63365250161114,26.412711619428407,7.323552949451972e-05
-0.019319005105339796,1.0522664647031312,-0.3138550270314525,1.0524437926545467,-67.64524919349002,-21.032524395157367,7.452979503543202,4.130030606598486e-05
0.678244316531919,0.8422435019397589,-0.33727103511330675,1.0813831279743542,-28.09228475477603,78.70659180371914,15.957195918796724,7.422150461410577e-05
0.4040635038530428,1.004915863317744,-0.2862301715287116,1.083108123639392,-79.15582440848755,36.60183464573968,5.739658315829655,8.709156701845358e-05
0.8101435759793559,0.7907089706294496,-0.3181326110704431,1.1320571054211455,-31.510404241178236,73.00100187831262,26.2834656967072,8.793323693773873e-05
0.1005910964755053,1.0940796311987286,-0.1628847317396871,1.098694137644363,-89.71472678115832,-11.633365306471347,-0.18561652144083915,8.51367822334558e-05
0.9528124989431106,0.5550335018920373,-0.07393719791990262,1.1026848354651266,-70.62533808403067,84.56667902371214,-1.790216960099645,7.462855958472733e-05
0.8610351582592508,0.6309813866667809,-0.4826859571880392,1.0674825778805324,15.382243329503437,78.85552584606906,39.86140511683588,6.677815021999961e-05
0.4861774251731146,1.0044456013798142,-0.09939207603116383,1.115920899920427,-111.60762869018022,27.02200516093057,-4.834678841327942,3.558723661532188e-05
0.6003364810435348,0.9635430882732904,-0.3263893149446471,1.1352617202350144,-79.00520536994222,71.40526157331425,14.012109492674576,5.262273219503997e-05
0.4693671965130451,1.0018487048354277,-0.477925377709806,1.106348223907346,-72.54562192521985,59.18720499435968,0.8427046126498544,5.514194129055417e-05
0.3814489538458647,1.1141410675534194,-0.22319825095153195,1.1776305120024606,-105.54610147355162,17.509712411812195,11.496537027905614,3.4790744024130314e-05
