x,y
-7.915584415584412,-7.670454545454547
-6.4090909090909065,-8.03409090909091
-5.110389610389607,-8.189935064935064
-1.7857142857142811,-9.280844155844157
-0.4870129870129851,-9.332792207792206
0.24025974025974506,-9.280844155844157
1.019480519480524,-8.969155844155843
2.110389610389614,-8.293831168831169
2.993506493506498,-7.774350649350648
3.5649350649350673,-7.30681818181818
4.344155844155846,-6.787337662337663
5.019480519480524,-6.060064935064936
5.746753246753251,-5.125
6.422077922077925,-4.397727272727273
6.941558441558442,-3.7224025974025956
7.512987012987018,-2.683441558441558
7.668831168831176,-0.9172077922077904
7.564935064935071,0.06980519480519476
7.305194805194809,1.2646103896103895
6.422077922077925,1.9918831168831161
1.2792207792207826,4.849025974025974
0.18831168831169265,4.121753246753247
-0.7467532467532436,3.5503246753246778
-1.889610389610386,3.0308441558441572
-2.5129870129870113,2.1477272727272734
-2.928571428571427,0.6931818181818201
-2.668831168831165,-0.865259740259738
