x,y
1.2711038961038952,1.1822240259740262
1.6996753246753222,0.8315746753246742
1.5438311688311686,0.05235389610389518
1.4269480519480524,-0.6489448051948052
0.8425324675324681,-1.155438311688311
0.06331168831168554,-1.3892045454545432
-0.8327922077922096,-1.272321428571427
-1.845779220779221,-0.7658279220779214
-2.4301948051948052,0.05235389610389518
-2.7808441558441572,1.493912337662337
-2.7808441558441572,2.2341720779220786
-2.7808441558441572,2.818587662337663
-2.079545454545457,3.948457792207794
-1.3003246753246778,4.260146103896105
0.10227272727272663,4.649756493506494
1.2321428571428577,4.805600649350652
3.336038961038959,4.104301948051948
4.0762987012987,3.831574675324674
4.738636363636363,3.4419642857142847
5.323051948051948,2.935470779220779
5.829545454545453,2.5458603896103895
6.25811688311688,1.5718344155844157
6.64772727272727,0.9094967532467528
6.7646103896103895,0.09131493506493626
6.608766233766232,-0.9216720779220786
6.530844155844154,-2.090503246753247
