x,y
7.037337662337659,-0.5004058441558428
6.842532467532465,0.23985389610389518
6.64772727272727,1.0580357142857153
6.491883116883116,1.6424512987012996
6.024350649350648,2.226866883116884
5.362012987012985,2.811282467532468
4.699675324675322,3.590503246753247
3.7646103896103895,4.096996753246753
3.2581168831168803,4.369724025974026
2.4399350649350637,4.564529220779221
1.3879870129870113,4.720373376623378
0.5698051948051948,4.759334415584416
0.024350649350648013,4.525568181818183
-0.7938311688311686,4.1749188311688314
-1.3392857142857153,3.8632305194805205
-2.2743506493506516,3.473620129870131
-2.7808441558441572,2.7723214285714306
-3.287337662337663,2.34375
-3.5600649350649363,1.564529220779221
-3.4821428571428577,0.3956980519480524
-3.0535714285714306,-0.11079545454545325
-2.858766233766236,-0.9289772727272734
-2.196428571428573,-1.435470779220779
-1.53409090909091,-1.864042207792206
-0.5600649350649363,-2.4484577922077904
0.375,-2.526379870129869
1.5438311688311686,-2.214691558441558
2.3230519480519476,-1.5523538961038952
2.673701298701296,-0.5393668831168839
2.6347402597402585,0.3956980519480524
1.933441558441558,1.0190746753246742
