amplitude,center,delta,fractured,gamma,id_tracing,sigma,stderr_amplitude,stderr_center,stderr_gamma,stderr_sigma,x,x_tracing,y,y_tracing
0.001287274222008405,26.927485660512005,0.05,False,-2.990198575934199,0.0,1.2434729772155886,5.913699868852611e-05,0.0515003018981967,0.835822420524853,0.12743285360854445,"[25.050783990236912, 25.13093709623488, 25.22002787695176, 25.295497630849084, 25.334792483486464, 25.387710145951154, 25.442510956885545, 25.48338020080453, 25.52326800050187, 25.59959006625644, 25.634208730237635, 25.701022163804012, 25.74978437182154, 25.80264361358922, 25.829621889880592, 25.876519407524405, 25.94375164171155, 25.98393900911261, 26.050296583244045, 26.07664965511318, 26.142396828076592, 26.18025387089537, 26.248434837589613, 26.300699412403297, 26.35313914316361, 26.39670251965736, 26.446549816776283, 26.49736298043299, 26.537099200001585, 26.596528829840175, 26.6479961259708, 26.699562467902485, 26.753102304026633, 26.781401425533456, 26.832386885902146, 26.902621471744695, 26.91853359572051, 26.97774887088035, 27.04673680608093, 27.098667730517548, 27.147725948774298, 27.156627905519915, 27.231706524205556, 27.28172381394306]",13.01767676767676,"[0.0003306442287852033, 0.00020832003768523475, 0.0003283896679349029, 0.0004105881619517734, 0.000344728565512021, 0.0002525945771311177, 0.00033227626540093707, 0.0004890714164962522, 0.0005673906913775853, 0.00045643131606303694, 0.0003097620730810851, 0.0005647152389229763, 0.000551561136090797, 0.0006303488543040768, 0.0006211448401034267, 0.0005396669283621282, 0.0006271133059581311, 0.000670209800737096, 0.0006411700945917415, 0.00042231390534088387, 0.0007689402943622134, 0.0006884037519694038, 0.000694260217158115, 0.0006624190949951754, 0.000682855060668216, 0.0005309826710103874, 0.0007000574744721404, 0.0006971019597370082, 0.0005981796775456584, 0.0006938021090945208, 0.0005728426740717047, 0.0006004675766162085, 0.00048807661229583344, 0.0005655901743834254, 0.0005079338761875606, 0.000582770977871159, 0.0002609593095647517, 0.00038474185997650534, 0.00029496128063003554, 0.00033946247854707687, 0.00031753750873443555, 0.00019326611869459692, 0.00014725748752890202, 9.986610713991583e-05]",-23.19128787878788
0.0010652775826452078,23.968861108991057,0.05,False,1.4236192838064563,1.0,1.136209112630552,0.0001885198754627423,0.4453097348312316,1.9174152483786315,0.6647516585324683,"[23.08401933432769, 23.251516656614513, 23.29448137791598, 23.343822495645163, 23.416039895331927, 23.46924323531497, 23.49919122564799, 23.571562527103282, 23.626804930239132, 23.637703765998864, 23.698221924325992, 23.773571349080605, 23.824389838461695, 23.8787096504367, 23.921875845110424, 23.972265611090794, 24.030162056450543, 24.073295050696423, 24.125549003110017, 24.174447222527867, 24.223618605892092, 24.28205556485524, 24.325995623698553, 24.379277735174476, 24.427509874300355, 24.476080882499538, 24.531298358546508, 24.57677591802598, 24.616847702829887, 24.681161435557385, 24.732928088513795, 24.763922417047755, 24.811279698855188, 24.879413376410117, 24.931020639345526, 24.974777373472214, 25.03400074066689, 25.076152768105306, 25.110660448867176, 25.207094850877958]",14.128787878787875,"[0.00011778366954787138, 0.00019060640520493106, 0.00011310730958340791, 9.643747717379443e-05, 0.00019180930875081707, 0.0002337272623702881, 0.00019606588160613907, 0.00023898352819023443, 0.00018720409609015822, 0.00019158148162647725, 0.0002554895666768967, 0.00027533976436693453, 0.0002357364577465331, 0.00031834391641628434, 0.0003473769756091969, 0.0004010497862306383, 0.0004211764083944425, 0.00041929898754903584, 0.00047607609351235636, 0.00039248926405279394, 0.00047252348169077275, 0.0005015865801658348, 0.00038922059652421687, 0.0005633639792640161, 0.0005248229638625839, 0.0004891521452683805, 0.0005352758279513314, 0.0005875716577867368, 0.000559795816140074, 0.000507246521065249, 0.0005716755425010999, 0.0002963676721736239, 0.00047307002795274745, 0.0003609358397311522, 0.000502294842673826, 0.000353789957048978, 0.0004515130477325438, 0.0004935320593505245, 0.0004018700905446973, 0.00045430501059903425]",-20.059974747474747
0.00033811391960111614,22.544945290528027,0.05,False,-0.0033430399238466232,2.0,0.56486179858996,2.889642277148401e-05,133124.54645050794,295378.84075433173,283.4695413319331,"[21.92122917039522, 21.95699075155281, 22.038332696276196, 22.091069488041228, 22.13502758999919, 22.171560444210744, 22.217751783251387, 22.285062625726965, 22.34301789693527, 22.388492324625723, 22.441755798456057, 22.49163363445397, 22.539523856999857, 22.56308867887113, 22.6430031464213, 22.67896241903001, 22.7401462306074, 22.790600048119906, 22.838596911788628, 22.87213114489188, 22.93432490627569, 22.983008183776366, 23.03889954948379, 23.04919505171933]",15.441919191919188,"[0.00015224203492616339, 0.00014842350077738398, 0.0001573084252929539, 0.0001608343887694923, 0.00020936407582053824, 0.00015913511901827579, 0.000226228242166882, 0.00019385795030492663, 0.00016320452574528738, 0.0002548744546275323, 0.0001837855350985615, 0.000263365494243597, 0.0002572331417863021, 0.00028297227250022354, 0.00025899423964181976, 0.00025171560920055113, 0.00019980672624864484, 0.0002185165316492978, 0.000197680033740337, 0.00017735934687822865, 0.00019162190085789707, 0.0001738432382203406, 0.00017190600028464968, 0.00015502290773805242]",-16.52462121212121
0.00011820272056900855,23.440873879504927,0.05,False,-57.41744586832664,3.0,0.5752673768940826,1.037034314515048e-05,0.0037735472380091375,56.18542387621045,0.06882867552751826,"[22.730653023959384, 22.803851320794397, 22.876512309875206, 22.918670163126542, 22.970279326365592, 23.01935308083224, 23.077193840283122, 23.128840629895446, 23.177732626132805, 23.217074794456018, 23.233680384625952, 23.318991865294674, 23.344157248646027, 23.424015122195737, 23.439341050120333]",20.189393939393934,"[7.641489571639734e-05, 8.196636627776462e-05, 8.641945053734199e-05, 9.730076824500714e-05, 0.00013651111769110168, 0.00015521410237998538, 0.00015850041640714244, 9.357034691380531e-05, 0.00015695531881327734, 0.00015691845396082252, 0.00015612481955893775, 0.0001576519597271983, 0.00015424393406851793, 0.00015625066919999845, 9.207366997895927e-05]",-11.575126262626267
0.0008678546254614548,22.245119110700806,0.05,False,0.006655892695446331,4.0,0.678156553398396,2.7900976863588047e-05,88830.92466440752,164171.35531623452,130.54143892388885,"[20.959224712971064, 21.05346322050137, 21.075619914354746, 21.140821319866777, 21.280648809697336, 21.35733245862378, 21.403307977205372, 21.456622239143122, 21.500422790567168, 21.541762366971092, 21.606259583494165, 21.65687756784813, 21.705553795484512, 21.753776601142366, 21.807024002258938, 21.845364174068397, 21.902067108715954, 21.95316524409982, 21.99726115959022, 22.051494027149786, 22.107982105017726, 22.158959148897186, 22.20497362471205, 22.2522870057814, 22.3017592213481, 22.355250940345446, 22.405449919838432, 22.449926555528585, 22.50877257431591, 22.550785851386916, 22.599509089515706, 22.658925699583094, 22.699110516090677, 22.752451049086723, 22.807872785475762, 22.858188787991747, 22.907125460859756, 22.95701550829783, 22.97294921002127, 23.04800140644545, 23.06734401086941, 23.137172189763703, 23.19990192113389, 23.22895344293738]",21.603535353535353,"[5.854455918432092e-05, 4.4359809412219974e-05, 0.0001500151630842138, 0.0001501128168989823, 0.00015259892664366847, 0.00015630082952508827, 0.00023113370247614736, 0.00025086526955648235, 0.00022715230487686382, 0.0003023100101720985, 0.00041781223279657026, 0.0003858827679000819, 0.00037579573275438045, 0.00046476847393591987, 0.00040861387154113576, 0.0004814287538106479, 0.0004686615161266577, 0.000490581876154534, 0.000522553228319898, 0.0003558055597225702, 0.0004710072328955044, 0.00048688756473758534, 0.00047362577206811406, 0.0005106716626377615, 0.0004955865181620215, 0.0004340258508753989, 0.0004769727311157739, 0.0005355011178304771, 0.0004349560137452774, 0.0004319846057139904, 0.00045452711437938707, 0.0005067601449307769, 0.00037986033467350363, 0.0004702131337803347, 0.0003398701029921565, 0.0004099809248262628, 0.0003884987234410394, 0.00034973352870768253, 0.000253034315738201, 0.0002716482259027559, 0.00016674377376099968, 0.00021013359769274164, 0.00016459206715109477, 0.00011584126567253035]",-7.13068181818182
0.00035252508089558506,21.262837068397328,0.05,False,-1.7038518855357183,5.0,1.2212029006465035,2.7809252831976784e-05,0.24011720819353788,1.6306669530636098,0.41237989340654185,"[19.726824620878816, 19.87667315127954, 19.924923885137975, 19.940394231983067, 20.000643106752587, 20.069610241975518, 20.109873789827162, 20.1492877957571, 20.226569938855178, 20.240582242885957, 20.325827152337805, 20.375729346770907, 20.410629236358606, 20.439700758677112, 20.51849846809957, 20.56769624256962, 20.623895065489794, 20.6765185970058, 20.693128307519917, 20.770663750076324, 20.817446521246122, 20.858619862319227, 20.90554600351726, 20.968870334226892, 21.02211763282609, 21.042571420682993, 21.120317765106186, 21.20834406526212, 21.26686909882052, 21.40590830766214]",20.492424242424235,"[7.378786633494808e-05, 0.0001324633567695194, 0.00013662217694735112, 0.00013822878623363463, 0.00014219431226102813, 0.00014221009550973931, 0.00013038940110134578, 0.00014156329401007772, 0.00014530890000032342, 0.0001397294626660969, 0.0001392852786767889, 0.00016260040805164618, 0.00014545427813651745, 0.00014439471786920391, 0.0001533919166642133, 0.00019357158377878233, 0.00018188035139419145, 0.00016092431390757117, 0.00017700529918056014, 0.0001463029270761498, 0.0001485187421468488, 0.00016247024812090686, 0.00014763888052754103, 0.00014690601362936828, 0.00014644619370424253, 0.0001376760506846534, 0.00014500431017516372, 9.951744257334053e-05, 0.00012441230511349503, 9.720215019746629e-05]",-2.888257575757578
0.0002731013463320182,18.420843520564507,0.05,False,1.528772055479192,6.0,0.8236920917131132,3.0788156484661204e-05,0.28816998559600443,1.9694152648126138,0.3959590188153339,"[18.061739302778474, 18.123285468189295, 18.190638758539535, 18.235164103414615, 18.337855897205497, 18.38983576988792, 18.415973745332003, 18.48979623236337, 18.553053290045817, 18.60841218472359, 18.651830761650935, 18.69754462390886, 18.744125343380286, 18.80128617314045, 18.855182228285976, 18.900145752490054, 18.94838101894707, 19.005296783076524, 19.055952006203146, 19.07762972552037, 19.141233749527157, 19.20233274117875, 19.260502628358545, 19.263000550510885, 19.352967982398024, 19.399645766182807, 19.434827851991084, 19.493792470425724, 19.532600452816197]",19.28030303030303,"[8.169026688186669e-05, 9.54199657091619e-05, 8.464575872915942e-05, 6.656944105365063e-05, 0.00012078302490401945, 0.00011443281041804629, 0.00012767759342096843, 0.00016976592875057644, 7.029074437431282e-05, 0.000186528881416504, 0.0002024897324610426, 0.0001299004121918836, 0.00016956106235623328, 0.0002128064468346857, 0.0002349597475398863, 0.00022687709349661806, 0.0001497224798286038, 0.0001718870049696188, 0.00018255920789941513, 0.00016184099576741374, 0.00015732283043328843, 0.00012889769476077077, 0.00014080092612421178, 0.00012669743285707196, 0.0001278361374924985, 0.00011876336632643731, 0.00012977536155415478, 0.00011948312888463699, 0.0001275276262164153]",0.5460858585858546
0.00028493248175472525,15.344548827196876,0.05,False,8.134163178294873,7.0,1.3146331593931646,3.3987604888785136e-05,0.05803631444802032,5.249600648701773,0.22665376854121952,"[15.24112311393347, 15.37037348846755, 15.421010967062912, 15.474178630616034, 15.529212869272786, 15.581594172184163, 15.611759956314208, 15.668481799212834, 15.716505181061939, 15.77042420480621, 15.81844449270027, 15.87606980913872, 15.89055104397225, 15.953893054114841, 15.999540011909653, 16.08321867257967, 16.111879073393148, 16.155366007945318, 16.227440887598778, 16.27589963442533, 16.325378313097207, 16.374858443303435, 16.427620488919654, 16.45581518501227, 16.579366753675394, 16.628353967743244, 16.644300054685125, 16.726710486117273, 16.825152652246523, 16.871906368119408, 16.980747689510395, 17.014145341351526]",16.351010101010097,"[7.361497058428143e-05, 6.667718871025075e-05, 0.00010911415400054813, 0.00012232727801636623, 0.00014837130334210624, 0.00022261351455684814, 9.80055452656312e-05, 0.00022566933290044526, 0.00019214440097655857, 0.0002401882651214009, 0.00014962173849345496, 0.00020436000433666907, 0.00010078905846387374, 0.00019228585242316376, 0.0001751020702695942, 0.00011551845559655048, 0.00010514916792513337, 0.00012215250760074672, 0.00010204177110570724, 0.00010756863421570792, 9.91674547606197e-05, 0.00011190753089132394, 5.436775309791537e-05, 0.00010208811455057241, 0.00010351451055347027, 0.00011621598263517494, 0.0001054902849952765, 0.00011301774415107665, 0.00010460656709645937, 0.00013734207449840968, 0.00010606805095461703, 0.0001078141668226361]",4.283459595959592
0.001047261593389919,14.434576169975,0.05,False,-0.6553653465025912,8.0,0.5806931477365489,4.0135297817068066e-05,0.3825709954789744,1.2335933455584716,0.1906709300040801,"[12.988288859095775, 13.049995030659865, 13.09618712554106, 13.181167711689312, 13.218421000356145, 13.282831605298362, 13.385666272348121, 13.415946043291727, 13.47461716868299, 13.523529579792346, 13.583197037837596, 13.6321170202878, 13.669955010547998, 13.731088249331659, 13.788167216387189, 13.822659118124214, 13.88163263274607, 13.92538591749231, 13.988155746655314, 14.033215421109032, 14.085280536768742, 14.13671878878302, 14.186507696407649, 14.231762394825573, 14.287562046890141, 14.333526699138876, 14.378644860716241, 14.435818054533982, 14.479142532627817, 14.525600032632465, 14.579603124590278, 14.631566997903953, 14.685565104242576, 14.73194960384504, 14.786023976930714, 14.806379508835633, 14.884620182659706, 14.931120469002641, 15.034764508110383, 15.082973801949473, 15.11436670397802, 15.1779484131791, 15.241134287402659, 15.31148783826657]",12.512626262626258,"[0.0001840659994368743, 9.153396999278684e-05, 9.958718863289866e-05, 0.00011941655848186892, 0.00011548967586657929, 0.00014870292338781113, 0.00015808855382302872, 0.00013199686270062082, 0.0002648460029279822, 0.00046758406132338436, 0.0002932849958975725, 0.0003545693390643326, 0.0006914282673755492, 0.0006320127312148444, 0.0007191513304325016, 0.0007483756069676074, 0.0006875716060920245, 0.0007527751671236445, 0.000766209289851685, 0.0005071299715128161, 0.0007057202797676709, 0.0008027255953494703, 0.0007464816085454195, 0.0008165815669513821, 0.0007843564062019147, 0.0005962558704225623, 0.0007775219648458289, 0.0007932346220609525, 0.0007152526495985572, 0.0007725698000049029, 0.0005662830063898424, 0.0005793980098000687, 0.0006744005596710879, 0.0005847376217573324, 0.00043540688845389146, 0.0001636880056202018, 0.0003234293510327035, 0.00030508723300999476, 0.00016696229459522182, 0.00013695299898047554, 7.23619127422019e-05, 0.0001386659262171114, 0.00011744868461577683, 9.349011581310447e-05]",7.010732323232325
0.0006885437704699574,12.238264810015197,0.05,False,-2.072207241032638,9.0,0.9311611434700326,2.2901369937672756e-05,0.05525961948999682,0.5264892706279732,0.07524476674443029,"[10.211519285597436, 10.296108219060812, 10.33488730402851, 10.410258759486187, 10.457327786371742, 10.505492890110611, 10.554818291336947, 10.582939599745124, 10.646304891962938, 10.706118184876061, 10.71936331490876, 10.809236624563464, 10.861369342509438, 10.87278936412945, 10.9422382767874, 10.989193174262615, 11.059566858924263, 11.090346984403059, 11.138993900832498, 11.20673477424141, 11.251795615724266, 11.306202743666216, 11.36103812856091, 11.40987748980325, 11.443573801654331, 11.510170357414449, 11.556992915216725, 11.602466655967422, 11.654242466715505, 11.707035793169409, 11.756118831569202, 11.79904191639702, 11.841205340075431, 11.909744649941251, 11.949239876769271, 12.00713771102701, 12.053570454115587, 12.106161214566061, 12.119643980163875, 12.240957444668764, 12.348501359536467, 12.39632759520195, 12.459567668756694, 12.505795985620594, 12.548787850750251, 12.584178413039012, 12.626851222888352, 12.704185880372052]",8.371212121212118,"[6.54479931330551e-05, 8.731400917017079e-05, 0.0001006774603180467, 0.00011191972749715134, 0.0001337087937557863, 6.246177403002471e-05, 0.00014766108950796237, 0.00012658032599779167, 0.00015791057677292907, 0.0001527550151718905, 0.0001761716839884746, 0.000172967434971582, 0.00013460034903919354, 0.00014226457567468792, 0.00023480615060210807, 0.0002612737047708357, 0.000318400334274144, 0.00017003531867795137, 0.00033052304801620786, 0.0003009745847715805, 0.0003259450168777905, 0.0003428521546433276, 0.00027645178255129204, 0.00042685877665423963, 0.0004232276039905982, 0.00038825352878512015, 0.00041864172129117434, 0.00047565381349812003, 0.00042280222011245496, 0.0004227645746262325, 0.00038770941644076325, 0.0005256606588353209, 0.0005169723829364332, 0.000568510018626882, 0.00041154697462003685, 0.00036501764519973265, 0.0003040632167075814, 0.00024246913941476945, 0.0003501557723697296, 0.00028414095607732896, 0.0002690289764356792, 0.00016331413699328048, 0.0001932323377299689, 0.00018605899025002292, 0.00011989608056841544, 0.00014018888096610865, 0.0001106633715529469, 0.0001309398842514071]",8.323863636363633
