halo_id,y_max
11,6.272697754341427e-05
117260,0.0002864533266782427
167397,1.0138780678316389e-05
17,1.916657454696379e-05
198184,7.267847914428932e-05
198185,5.371888295569026e-05
289387,2.3090185201223512e-05
418336,4.2988124802986626e-05
