halo_id,y_max
11,6.531362479498274e-05
117260,0.0003390828929393522
167397,1.089435865012149e-05
17,1.941273622485372e-05
198184,7.417573335989873e-05
198185,6.635602950931638e-05
289387,2.3502653173946482e-05
418336,5.503051649906771e-05
