limit_theta,limit_r,selected_theta,selected_r,selected_x,selected_y,source
,,-209.96693253033942,3.8324904062515577,-3.3201394332651755,1.914329349325196,theta1
,,-272.87914012929025,3.9313500445699514,0.1974690769820292,3.9263875428408777,theta1
,,-232.93118978906423,3.7568959364071275,-2.2645581467745735,2.9976730103313964,theta1
,,-223.86785997315536,3.8477557858263958,-2.7740009083162795,2.6664852424157464,theta1
,,-221.48383140511478,3.883460124736267,-2.909265722306602,2.5724376566650684,theta1
,,-185.3159808215509,3.558905178290837,-3.543597955706016,0.3297265478869961,theta1
,,-274.8830905344088,4.046095760847216,0.34441529223820594,4.0314103006786945,theta1
,,-181.439302295266,4.174537438613835,-4.173220352116471,0.1048557059460323,theta1
,,-211.95612077252414,3.9241699827106595,-3.3294764596357984,2.076944043044599,theta1
,,-231.64745859068435,3.77881750181571,-2.3447503165042973,2.9633777459651887,theta1
,,-216.25653151857472,3.8928026803839324,-3.1390672936193043,2.302209641742885,theta1
,,-201.5711368550702,3.782066239447778,-3.517177177652712,1.3904998168175216,theta1
,,-277.06346287014117,4.127197940103635,0.507515951993564,4.095874802196443,theta1
,,-193.37459162160604,3.775085801344101,-3.6727000135521406,0.8732396108537114,theta1
,,-285.48910128897955,4.097616272467671,1.094289204614665,3.9487960510838813,theta1
,,-279.1695404306382,4.104123655037359,0.6540183050141497,4.051677557820172,theta1
,,-220.63450642856318,3.9499452236986063,-2.9975314308832,2.5723282432626573,theta1
,,-271.6444146712043,4.048004488514265,0.1161636023922622,4.046337400231336,theta1
,,-278.35301398974684,4.21723983629306,0.6126456690187122,4.172502501023783,theta1
,,-188.40389885368532,3.7553779890488665,-3.7150542049460413,0.5488497926987362,theta1
,,-235.52330686345394,3.7784778751719084,-2.1388865633009733,3.1148128872364342,theta1
,,-219.12763635969526,3.9026228379007217,-3.027428887230317,2.4627503624337748,theta1
,,-277.47457722414515,4.1176951093239555,0.5356555741014947,4.082705735083588,theta1
,,-270.3715809766475,4.236680149872952,0.02747599780990293,4.236591054358663,theta1
,,-190.25029714981162,3.74708155549351,-3.6872772899301305,0.6667881002876216,theta1
,,-203.12159185917383,3.876754235489787,-3.565348447104669,1.5223382847174038,theta1
,,-275.7098651948851,4.19166596216032,0.41703336129321705,4.170868820030412,theta1
,,-263.0965156414479,4.006869716008522,-0.4816145674689895,3.977820047396296,theta1
,,-223.13971827592295,3.8382596467002448,-2.8007337161940806,2.624524293364644,theta1
,,-256.87586537327894,4.050493767274324,-0.9197114090519384,3.9446965260698885,theta1
,,-214.11584453414227,3.951299295005578,-3.2713014869737598,2.2161571920860768,theta1
,,-284.3481998691527,4.1509267757744945,1.0286582089954313,4.021449413695011,theta1
,,-246.76693850648616,3.9203253210671924,-1.5464594105859284,3.602417787321566,theta1
,,-238.0839645359077,3.8588995245360196,-2.040107245233658,3.2755256018552887,theta1
,,-180.64810064172397,4.071946104939826,-4.071685605356497,0.04605879576497258,theta1
,,-222.4850277433841,3.9042447162033573,-2.8792003113940923,2.6369172097109908,theta1
,,-198.5284425166295,3.9141817391123164,-3.711294134423978,1.243830589184273,theta1
,,-265.778993539967,4.189236217304315,-0.30834387012671033,4.17787316012938,theta1
,,-267.811624270377,4.102738449225192,-0.15666337969071842,4.099746256564497,theta1
,,-183.2409567971612,4.203743196653733,-4.197019755646523,0.2376594919739996,theta1
,,-225.47163738064583,3.984533775874456,-2.7942031305305624,2.840587663920541,theta1
,,-198.96591937426876,3.7371924955190736,-3.5343080228500496,1.2146088045876555,theta1
,,-200.26302628422388,3.8768147485617317,-3.6368888465606446,1.3426585986126736,theta1
,,-228.75276234549898,3.878876160507946,-2.55738016033745,2.916416805614256,theta1
,,-281.0233522561133,4.129659741276379,0.7896283778823081,4.053464765304103,theta1
,,-194.914941485015,3.8799555311007614,-3.749235917716927,0.9986415556247908,theta1
,,-274.2991564593608,4.183807357095897,0.31363512591197434,4.172035115993624,theta1
,,-195.040278687147,3.793404817473685,-3.6634565724155737,0.9843810498265896,theta1
,,-278.73073964010763,4.18860992779754,0.6357938477330196,4.140074795269881,theta1
,,-223.13761573636646,4.022785400975564,-2.9354809653805485,2.7505915516831307,theta1
,,-181.13185845496986,3.9873082001323126,-3.9865302089753674,0.07876278162429233,theta1
,,-183.49912363726344,3.66381364936459,-3.656983319068777,0.2236145373695168,theta1
,,-240.21110766394918,3.8949664940627415,-1.9350416415312008,3.3802925665408963,theta1
,,-184.77728185143843,3.8204556752628673,-3.807183258373476,0.3181779436242746,theta1
,,-271.8768246502533,4.228175532081879,0.1384766043868612,4.225907306145435,theta1
,,-229.19277576312894,3.955049098268757,-2.5846880477205376,2.9936267412099165,theta1
,,-184.90218480793422,4.2348559124731695,-4.2193649719121185,0.3618892554498005,theta1
,,-220.95157344866044,3.938633433085902,-2.9747073066227854,2.5814627171716142,theta1
,,-282.73540751918483,4.1804679711294375,0.9215800716262974,4.077622178331429,theta1
,,-208.94172433121128,4.005307537088354,-3.5050941138265608,1.9382475899314757,theta1
,,-251.01049564597292,3.992634426643634,-1.299183061733733,3.7753480683142455,theta1
,,-183.13830037515177,4.357648399609457,-4.351113222513912,0.2385650843762834,theta1
,,-226.59980245439817,3.9880162055019226,-2.740126118047274,2.897582114891851,theta1
,,-281.0711940132767,4.29917437689238,0.8255643859767681,4.2191638706661765,theta1
,,-217.86342209234004,3.9838775200293792,-3.1451760344189217,2.4452296021258006,theta1
,,-196.4238202972481,3.9146094043428405,-3.7548796796875608,1.1068176813002455,theta1
,,-186.66579355036205,4.433802228487646,-4.403830287354335,0.5146659125322433,theta1
,,-244.22878824518688,3.9070779110060387,-1.6987141751968171,3.5184695470696785,theta1
,,-183.177469205881,3.919396212633507,-3.9133706819900014,0.21724773174187567,theta1
,,-219.094810102311,3.9936369284458317,-3.0994757217129703,2.5184094517687385,theta1
,,-231.77731814252908,3.849590075022625,-2.3818162404373915,3.024284236394025,theta1
,,-191.23943828437595,3.745955769165313,-3.6741129302344335,0.7301224557750837,theta1
,,-188.5211496349863,3.915091695379689,-3.8718739181287583,0.5801166652883388,theta1
,,-182.10411641997396,4.045303482523806,-4.042575971154238,0.14852536202819114,theta1
,,-222.24686163859337,4.001662017556701,-2.9622501371046837,2.690422462733176,theta1
,,-225.04874537351944,3.8906614461480187,-2.7487715395646632,2.7534526529108687,theta1
,,-270.1957998411739,4.144226541147641,0.014162252893175103,4.144202342423151,theta1
,,-180.25299424603875,4.331559116522589,-4.331516889586813,0.01912629483550561,theta1
,,-223.50413491022118,4.056773052218044,-2.9424776649777122,2.7927106524503778,theta1
,,-277.15733428549595,4.332645899913957,0.5398234749400496,4.29888486818906,theta1
,,-217.13354058362833,4.042374227757092,-3.22270474664442,2.4402793924447,theta1
,,-230.52421460074478,3.9269911911982196,-2.496592723778813,3.031218333826037,theta1
,,-213.16098389530455,4.0306994801149045,-3.3742476214957327,2.204765585686821,theta1
,,-181.05396372629596,4.1705306811846405,-4.169825086757439,0.07671315761159614,theta1
,,-221.34460592556593,4.10182387535936,-3.079444607544918,2.709608830353673,theta1
,,-282.4952439908356,4.342522366440699,0.9395419415328118,4.239665251306815,theta1
,,-186.45407861368315,3.847919834153064,-3.823532744058966,0.4325325481133844,theta1
,,-183.42084315039077,4.055300992018281,-4.048075205227301,0.2419778268527855,theta1
,,-188.8067797570474,4.4568714092964745,-4.404326107001004,0.6823593644068536,theta1
,,-285.0362921974656,4.253013563693175,1.1033628314815491,4.1073975745066535,theta1
,,-180.55525214924293,3.9173874560937585,-3.917203506698043,0.037962722153225326,theta1
,,-183.36333652176648,4.169472548840473,-4.162290939251368,0.2446129035031518,theta1
,,-224.43499114682393,4.13746986860715,-2.9543407253924765,2.896640777162318,theta1
,,-213.09395420130934,4.0162574753706375,-3.3647254727120326,2.192931052667484,theta1
,,-190.73324448630896,3.8762013610824715,-3.808386840710576,0.7218910327467177,theta1
,,-274.28200377403573,4.132707245431257,0.30857071014587445,4.121171349662626,theta1
,,-180.75939538252535,3.6185859765414743,-3.618268147789976,0.047959152527035975,theta1
,,-253.5134266007036,4.055473556726084,-1.1509054711857452,3.8887378885313457,theta1
,,-211.1035010074468,4.0716659661640255,-3.4863050286304165,2.1033642070180574,theta1
,,-279.90641377161717,4.2878348012853245,0.7376764139600199,4.2239035016676985,theta1
,,-283.71852599695694,4.318445133310283,1.024129083622357,4.195250646801702,theta1
,,-239.7189343885271,3.9648463195091876,-1.999243116951529,3.4238915427693506,theta1
,,-227.7611002981102,3.97852283019582,-2.67445609361522,2.9454929152374096,theta1
,,-187.73208026371302,4.316931833221419,-4.277682395557759,0.5808044209677445,theta1
,,-282.15167744722817,4.404547331921169,0.927158891070951,4.3058580550039,theta1
,,-241.60706344326067,3.941248402355078,-1.8741257375919564,3.4671446016516043,theta1
,,-205.37626715304032,4.070764991016074,-3.677988630535945,1.744570791263692,theta1
,,-180.5528702191275,3.759937565700977,-3.7597625212302273,0.03628059980092818,theta1
,,-260.8808471287392,4.119834020745111,-0.6529447970903512,4.067762954062278,theta1
,,-187.07712770258058,4.017623901879083,-3.987014429466426,0.4949926829526024,theta1
,,-219.9048715039128,4.052702568962967,-3.1088711421288067,2.599868907102388,theta1
,,-190.17140876503444,3.9913150431622166,-3.928586947998298,0.7048406669527686,theta1
,,-287.8360856043016,4.161708091375311,1.2747099944318618,3.961682555166965,theta1
,,-186.2335349259038,3.66206698351839,-3.640415313587128,0.39763165917191656,theta1
,,-204.27939668219082,4.0503474337938306,-3.6920990495687414,1.6654485709903697,theta1
,,-197.31333606102876,3.985880297177406,-3.8052862677567583,1.1861863950698837,theta1
,,-185.41851695631738,4.220640628513646,-4.2017806895883485,0.3985553307415788,theta1
,,-285.33021074775536,4.344129143658935,1.1485078232502657,4.189556992895532,theta1
,,-198.41608224994036,3.892631455369978,-3.693279581561063,1.229742078551406,theta1
,,-193.8326971045447,3.9613757031605785,-3.8464878746689615,0.9471158807746944,theta1
,,-225.86116333597147,4.096735858563144,-2.8529644043198914,2.940040612393092,theta1
,,-285.5294620832012,4.2267405650311165,1.1316415222485237,4.072434562912289,theta1
,,-214.42258683581187,4.043278079557252,-3.3352625496273864,2.2856336875538936,theta1
,,-181.99762398456127,4.090038356342043,-4.087552731308239,0.1425707723331426,theta1
,,-181.79749431641528,3.946773576330837,-3.9448314996081346,0.12379863699872568,theta1
,,-198.0709920620504,4.051332491408736,-3.851492009747985,1.256703725940026,theta1
,,-186.4099481989321,4.347810848182901,-4.320630725887823,0.48539602603542,theta1
,,-189.68207005257858,4.209607834418515,-4.1496468005837785,0.707975670487732,theta1
,,-232.54428609621618,3.9904150719010785,-2.4267630813243737,3.167685810363193,theta1
,,-248.89074633808247,4.035319593684283,-1.4533101900363334,3.7645310085997226,theta1
,,-215.54869194382252,4.0887597034231495,-3.326703714366457,2.3771828514351565,theta1
,,-277.11083227512984,4.3628720793740685,0.5400759369265458,4.3293152764998215,theta1
,,-226.642916461781,4.072939575025708,-2.7962485183551062,2.9613900461451315,theta1
,,-186.09027475486175,4.137937846468381,-4.11458318793385,0.4390157295672816,theta1
,,-188.2596250869811,4.238329095716094,-4.194366042215702,0.6088735726744857,theta1
,,-238.82032925838604,3.960848575468464,-2.0506243195169365,3.3886961117804977,theta1
,,-251.49546930883415,4.065879194414473,-1.2904272935452494,3.8556673901733234,theta1
,,-236.95471288983316,3.9494761011275457,-2.15365626006594,3.310608129461478,theta1
,,-182.00024392165727,3.7250148478271203,-3.7227451159490688,0.1300169920043502,theta1
,,-191.52281763211576,4.08215448543627,-3.999879600964373,0.8154436956384831,theta1
,,-228.9091289954799,4.1188240752199645,-2.7071184236077785,3.1042264097798875,theta1
,,-258.391405438,4.139666269679469,-0.8330037593772815,4.0549897116004185,theta1
,,-277.50827503881777,4.249249930992169,0.5552468621960819,4.212816860256135,theta1
,,-230.50390930302234,4.015653427076514,-2.5540582626514845,3.098751173839718,theta1
,,-268.55197093791094,4.368978650584276,-0.11040489661943444,4.367583451757236,theta1
,,-183.6125055447792,4.138625278322268,-4.130401829121096,0.2607679511772315,theta1
,,-187.97705531783927,4.593140818249305,-4.548696313696872,0.6374201299209091,theta1
,,-266.4859627883652,4.243224398854901,-0.2600802768157229,4.235246338602867,theta1
,,-222.6203907084691,4.153027541390168,-3.056030859551732,2.8121723178021587,theta1
,,-193.25304994066295,4.058547433305695,-3.9504563684135405,0.9304309483530449,theta1
,,-232.8287351446244,3.9657646256047188,-2.3961132452680687,3.1600522751291096,theta1
,,-235.21970756340068,3.96798800093468,-2.2634637201344696,3.25908894680655,theta1
,,-184.80455560870587,4.041740426184821,-4.027538570166973,0.33852435432924033,theta1
,,-189.1669648311704,4.610851693249443,-4.551963205267848,0.7345640305847514,theta1
,,-284.70607515566843,4.45495805797725,1.1309378978028926,4.309017378666464,theta1
,,-189.79202671391832,4.14417678097066,-4.0838026536429135,0.7048099588083597,theta1
,,-192.68414791519666,3.845162816464575,-3.7513228933434895,0.8443066001156289,theta1
,,-189.21264899852287,4.298042224015086,-4.242601539170781,0.6881127373056426,theta1
,,-235.32028439244272,3.9298350188898334,-2.2360306362214057,3.2316822661846185,theta1
,,-270.4415352281887,4.351509211572132,0.03353345765067196,4.351380002437746,theta1
,,-184.13338585778078,4.108374351839597,-4.097688275132712,0.2961260115108638,theta1
,,-274.3465910435829,4.406993078691712,0.33400415495126234,4.394317833306092,theta1
,,-190.1353460929577,4.293242364403807,-4.226245492622352,0.7554991962939741,theta1
,,-181.3154486663019,4.4621861091837,-4.461010125888963,0.10243793100264707,theta1
,,-183.94847119378062,3.7104648013046924,-3.70165757571662,0.2554999684164899,theta1
,,-191.92530888604642,3.934362344376959,-3.84945016681542,0.8129824537196951,theta1
,,-191.3658794553256,4.549343630375326,-4.460125127998786,0.8965552463905144,theta1
,,-262.6911213386898,4.279916562501764,-0.5444837644162517,4.245141129840564,theta1
,,-228.68430197657756,4.141605095012863,-2.7343186471234118,3.1106903251576967,theta1
,,-202.63181138050786,3.99982469898245,-3.691825033510181,1.5391639108742117,theta1
,,-279.77831327012905,4.426821261324033,0.7518358527134644,4.362509522085324,theta1
,,-218.49129953199648,4.14643828004693,-3.2454283451469332,2.5807257248214857,theta1
,,-212.57776298484768,4.142414388190527,-3.4906528544318407,2.230457265525333,theta1
,,-189.12920982784712,3.8329340976438537,-3.784382506338702,0.6081388349698665,theta1
,,-224.53500177756024,4.144347464607281,-2.9541826006109755,2.9066167737842865,theta1
,,-247.97390015782236,4.14869522322654,-1.5558806595565426,3.845894880055955,theta1
,,-185.35800852262796,4.241122814256471,-4.222591941576258,0.3960303278058087,theta1
,,-231.62959424356706,4.298355989887894,-2.6681739901317987,3.3699720732061405,theta1
,,-187.21457021667285,4.112971791445023,-4.080408559717246,0.5165297116417581,theta1
,,-205.65197149885321,4.0598798387752755,-3.659738982357706,1.7575365960074167,theta1
,,-221.97779112661019,4.203655513226059,-3.1250148977358583,2.8115834618244557,theta1
,,-183.87395432946718,3.855337588678698,-3.8465285059472056,0.26047336834009266,theta1
,,-182.66894854616334,4.337756267564639,-4.333050919484516,0.2019880341770068,theta1
,,-187.40520548380877,4.225782839442866,-4.190537515309845,0.5446429462598398,theta1
,,-186.50378467182853,3.799156159447812,-3.7747062184037534,0.430326025955068,theta1
,,-191.86136612308823,4.361506373790571,-4.268378633644522,0.8964829549203398,theta1
,,-189.55991570258644,4.162170463844775,-4.104368186990669,0.6912486931060006,theta1
,,-244.13577645282425,4.080796836395923,-1.7802068289423658,3.672024845521329,theta1
,,-193.71228910444444,4.272623798548858,-4.150846754016063,1.0128106183292038,theta1
,,-192.97087758643949,4.348352644190307,-4.23740128473768,0.9760128433275308,theta1
,,-195.88630689205723,4.047069717123709,-3.892498994099468,1.1078018217147008,theta1
,,-190.90761806203085,4.241574177249992,-4.164944039661023,0.8026161271779082,theta1
