theta,r,brazo
-2.737878111399222,4.623407501062765,1
-1.9904860130849924,3.9029410966779934,1
-1.8031971878221957,3.7219753030722518,1
-2.452853074937632,4.414448617970258,1
-2.60628925821869,4.560159916187822,1
-2.677567872843535,4.448249578737977,1
-1.901367957471736,3.8322310590123463,1
-2.8540074524261634,4.662034945780721,1
-2.7817243680779464,4.429923737628555,1
-2.8202720971156023,4.7189036894068295,1
-2.6978094093436478,4.551078730262475,1
-2.7588454973850243,4.588056355310368,1
-2.8970648517435915,4.554577813365326,1
-2.6044743784438804,4.488760193244452,1
-1.766627494818448,3.833905333069587,1
-2.814328040758823,4.827752553272663,1
-1.7338352142033608,3.9261522167793683,1
-2.9823818212192497,4.597681870835513,1
-2.5554299833510643,4.530585336861729,1
-2.536144283492276,4.449757306789929,1
-1.7326955432762856,3.768543094404143,1
-2.068678202677189,4.035630258413392,1
-2.6116859705227813,4.465193933579661,1
-3.022908720916077,4.634719096503765,1
-1.7726520619431636,3.754674543764631,1
-2.7524489419392664,4.68811896194275,1
-2.8380706092338737,4.47025396382262,1
-2.703836615165669,4.5983468681771535,1
-2.665628483143604,4.5437682023738075,1
-1.9309088720742882,3.933426718358699,1
-2.71277550521786,4.55482471580453,1
-2.717575869445518,4.658660673551711,1
-2.810140487699243,4.690316137477664,1
-2.7942861844825115,4.819476264565087,1
-2.7125145687270935,4.485867755303069,1
-2.2011245806118747,4.293959130134947,1
-2.7937034899895274,4.708996698663909,1
-3.0138089065385016,4.683763955507928,1
-2.7818595529888612,4.749693937344441,1
-2.8153397415024792,4.533208147523231,1
-2.6581375636513647,4.5881503560215,1
-3.0419748480026865,4.696907412685076,1
-2.7511360712944697,4.663087536505422,1
-2.883959572245992,4.762055111997272,1
-2.5052634489587313,4.50768665555551,1
-1.8251959942201845,3.8254377387441827,1
-2.800421960003963,4.448950576258189,1
-2.9443952522042918,4.935799192357222,1
-2.2268562476148417,4.346682461251229,1
-2.1517081848885944,4.1899410708107965,1
-2.9613121789739014,4.639612355388152,1
-2.8573283161363454,4.7528457118666685,1
-3.0089014325370385,4.712137563573292,1
-2.7338558117689113,4.664307921459926,1
-2.767969152390028,4.547586739559584,1
-1.820464789411248,4.041932299654136,1
-2.116518127500753,4.1902006811436605,1
-1.816323582265092,3.8730670884957066,1
-2.8509143814014397,4.8158835643302105,1
-2.9330231532116136,4.664510167351408,1
-2.923022878404273,5.019931330448014,1
-2.626725916683278,4.491189260216736,1
-1.7721828027727404,3.8888480316037475,1
-2.9242923804098737,4.62100068987995,1
-2.9263372635159888,4.435800931073022,1
-2.999593523049781,4.724748996596163,1
-2.9052025676653273,4.673761619533629,1
-2.75276418950692,4.685672014808939,1
-3.0452489499252122,4.665932616192398,1
-2.839224179639586,4.815287550982994,1
-2.8407372521790815,4.413998485434729,1
-2.521797654523212,4.480003133723104,1
-2.0192474657875494,4.049282468198149,1
-2.624188814514435,4.54236325249474,1
-2.853858176467302,4.761157885943327,1
-2.9828018341461813,4.773733135271277,1
-2.7224234955977815,4.705580766173037,1
-2.6670630425538047,4.6088169445010285,1
-2.6908748448291324,4.636301944004049,1
-2.896823658289089,4.706533000520057,1
-2.251073801046002,4.4677623081124,1
-2.5830817201241,4.487729027085437,1
-3.0229015501521928,4.675224725604095,1
-2.5727227762100315,4.527968610400541,1
-1.9223756556311813,4.031753261480514,1
-2.9500659744122117,4.667091459493087,1
-2.902631653806051,4.8648335969776255,1
-2.883908269761294,4.731697257670519,1
-2.9834330369580555,4.80985411647548,1
-1.8960810689699068,3.9637090862575746,1
-2.7666570113565165,4.7429977037614615,1
-2.5495598871950595,4.547740067238445,1
-2.681156625354577,4.714827351902928,1
-2.8004350221538266,4.838385670742814,1
-2.731013462703613,4.783764593221378,1
-2.8151255195433356,4.705239832993285,1
-2.817863842847486,4.915344682189065,1
-2.8388141903739674,4.798012114802305,1
-3.0142726514397564,4.851384458667699,1
-2.990304166300186,4.833075445357607,1
-2.8285660595451785,4.872632736222609,1
-2.627924645994853,4.536285185176548,1
-2.7283719259324473,4.807939902551533,1
-2.6533868372073024,4.638691987522804,1
-2.9467512545390497,4.8274110698201325,1
-2.6820839730713715,4.5511722258710545,1
-2.762703813479569,4.889506668155988,1
-1.7975832076628577,3.9879087623873395,1
-2.0074433875789066,3.9505826173702774,1
-1.8587688985400754,3.9580414966304147,1
-3.0147589915851625,4.842428963922939,1
-2.712024552798619,4.798401610076477,1
-3.046004694090064,4.764181383146961,1
-1.9662525036424574,3.9906939786154774,1
-2.2262169488132244,4.488175663259141,1
-3.0391847641339633,4.868530134362808,1
-2.9612828882420033,4.911175099281624,1
-2.527494445955443,4.606858344522094,1
-2.690997140188405,4.814572763579695,1
-2.9683896696853482,4.897366958794863,1
-3.08165263506168,4.766517961058625,1
-3.0064836701780533,4.818942629862695,1
-3.1102140277237047,4.787347334460515,1
-2.679082416480212,4.661826177705043,1
-2.8770060927606047,4.875847160086277,1
-2.99470081007616,4.893181017869876,1
-2.6290818073087716,4.732975306853253,1
-3.0565573809233455,4.8746043261642376,1
-2.555513425088822,4.6372503214286125,1
-3.0587186328660954,4.965947903307793,1
-2.3032670197650393,4.6733067228304375,1
-2.60920960091267,4.593536703577676,1
-3.079376357899195,4.83950124014815,1
-2.9228515237156785,4.802577388851926,1
-2.40206720821855,4.878588856776804,1
-2.8649645584735963,4.842923692159069,1
-2.89299837655708,4.836967968373207,1
-3.035445393607846,4.826398562949576,1
-2.8049240415336945,4.551962189631987,1
-2.8995978730153253,4.456739975020111,1
-2.8652267017954465,4.709720982063813,1
-2.912010233425068,5.105970913291981,1
-3.0847156743846202,4.883166019495484,1
-3.0440169515902307,4.979432810229977,1
-2.8500661309933357,4.895925128967262,1
-2.634791879642872,4.690859134699824,1
-2.9861287570657526,5.03813169133598,1
-1.855989736733055,4.0838229659189595,1
-2.2835798335191884,4.565158032119001,1
-2.8475993598609537,4.928195620890993,1
-2.730935623856437,4.791628535468074,1
-2.8177956638472286,4.944467703622425,1
-3.07519856577196,5.099273754519161,1
-2.9921330899496343,4.9762315696889985,1
-3.0688966298037794,5.133080835227174,1
-2.6450945149995464,4.59930348700764,1
-3.0797554875841295,4.814212800190187,1
-1.9844376211820856,4.105086407444909,1
-2.6340203408127025,4.704535042199683,1
-3.0919761227467446,5.137729321192443,1
-3.109837204402773,5.140781664029176,1
-2.7799063448704944,4.7502935732317315,1
-2.878870097844878,4.489367422105649,1
-3.017538785808935,4.869868259276538,1
-2.13167778088851,4.331270325004779,1
-3.0867626908816446,5.056335856083754,1
-2.8940052354297254,4.863558209152214,1
-2.905205581477188,4.979297962622635,1
-3.0755297614253077,4.877507111288445,1
-2.7634297785789665,4.571056109357847,1
-2.9384774375669136,4.879102345966404,1
-3.0411857131183067,4.766779579621001,1
-3.1391700163921366,4.943539945814581,1
-2.7748319060955526,4.954007772038903,1
-3.1390450588326115,4.877006368899733,1
-2.9476942729169946,4.968806945761983,1
-2.3252632825520596,4.7414115041359794,1
-2.245964956213292,4.606010311310204,1
-2.834602471350939,4.961675917571241,1
-2.87925965085355,4.924504829047414,1
-2.7330162818193173,4.93921581569063,1
-3.023173355384281,5.005392996073569,1
-2.761467120354913,4.808365255546972,1
-3.131604207942278,5.2133235286273925,1
-2.6900459826439618,4.757061119644273,1
-2.7286408112202483,4.610347557254729,1
-2.9685691161765266,4.786993694031547,1
-3.108563572771466,5.242589455520344,1
-2.9933903895688614,4.865800126456763,1
-3.0838203269886106,4.963044567022869,1
-3.1261319389703024,5.023844418666259,1
-2.9982630746204486,4.888874619336599,1
-2.792147696744926,4.921343592377905,1
-3.094173424906094,5.055834915697853,1
-2.585872897193972,4.573283972091865,1
-2.859796245708604,4.681437425506092,1
-2.0508236042263466,4.153996718809174,1
-2.6508673052872536,4.776554332725655,1
-1.9084048394381803,4.151910948704966,1
-3.0546658342181883,4.917916831121116,1
-2.829071762993468,4.546565699306148,1
-2.352653613938603,4.848030313082567,1
-1.8395652343444722,4.1423505954976605,1
-3.041748202017544,5.139354308340432,1
-2.9255030283774155,5.024484158185916,1
-2.9726304648179624,4.995448059084753,1
-2.1597971346814084,4.467812051678623,1
-2.6648468228167532,4.687902700958964,1
-3.1262909469614555,5.4276215153950735,1
-3.080155760970335,5.192421939707312,1
-3.0841904169270222,5.0382596147092515,1
-3.105024982619663,4.933292649710996,1
-2.6511182544199716,4.844263496968375,1
-3.0146178354872006,5.002467326279616,1
-3.1272900758539866,5.108748142142053,1
-3.109863782411065,5.153405306533543,1
-2.8123304742978443,5.087880338758113,1
-2.9156095476570765,4.8196356626971495,1
-2.775640940459195,4.929433058482388,1
-2.2920054841504465,4.760235707877755,1
-3.105312298992153,5.10787948134486,1
-3.1213041393942387,4.917529101740772,1
-2.7694534513725024,4.656966175104729,1
-2.3088579637759326,4.779882556376926,1
-2.95296630769646,5.008785424736029,1
-2.9174186918927396,5.012865524058199,1
-2.854519223559664,5.075437160037059,1
-2.0633285996803155,4.289852065019392,1
-3.0416639628251865,4.986913740601626,1
-2.9795992411337138,5.0072909991337005,1
-2.627752951456499,4.691504683238421,1
-2.736798259511048,4.728955497881086,1
-2.8192294726389835,4.81099081553815,1
-2.949241030878633,4.8305059190328405,1
-2.8961527795634776,5.008374896303328,1
-3.0127055793828976,5.10074259351022,1
-1.9510239185157325,4.19876516529286,1
-2.7978824071353805,4.6594806555944785,1
-2.6802371408334733,4.6897033982908845,1
-2.5731018769901697,4.740080644870107,1
-3.090541121868502,5.242187929570889,1
-2.820360402390076,4.540286692323785,1
-2.5889840714734973,4.668475135487755,1
-2.9409265072312927,4.689902122951543,1
-2.244066850785216,4.648160762226259,1
-2.8770047775754324,5.040571257409406,1
-2.89354721191253,4.9200684529640535,1
-3.0396034910441316,5.020052964381756,1
-1.9943963653010146,4.218013839013258,1
-2.9559833937472035,4.847799746581332,1
-3.1007736861510975,5.059454152107384,1
-3.125303654700681,5.314916945821634,1
-2.3083199617023404,4.716563175117221,1
-2.893332061659417,5.035866470513619,1
-2.8422368239389724,4.87897460875303,1
-2.9182290089246545,5.176123685996932,1
-2.1883326279843183,4.535663493000139,1
-2.095760845803701,4.340878999624525,1
-2.0107784021352266,4.0934526469398795,1
-2.3297988548861963,4.85915805304387,1
-3.074901836125932,5.037407118608762,1
-3.125072195663725,5.145254935264195,1
-2.6699547835153163,4.905734171186111,1
-3.1117195045554387,5.22758335795667,1
-2.742648908387207,4.938639597218019,1
-2.264891024890862,4.673140870421302,1
-3.137287662162129,5.040336201076747,1
-2.2875969731087653,4.798821974408913,1
-3.063643521638015,5.10057340797407,1
-1.9823132484061188,4.252302507861756,1
-2.8603753767426965,4.934661279654999,1
-2.7139085260413243,4.950270883293754,1
-3.1255891000797433,5.234486321475935,1
-2.9123972441654695,5.064688884480206,1
-2.578485140073913,4.653494462271031,1
-3.0901818911796974,5.129191307500612,1
-3.133604475802157,5.026129103551901,1
-2.8953518111499528,4.705713031327664,1
-2.9702141879610062,4.651987023422765,1
-2.755165752717583,5.053623637812043,1
-3.052663870854366,5.25269594749557,1
-2.922082797422743,5.21882363589657,1
-2.7870257085483012,4.861776806299912,1
-3.1178161100431074,5.241496320995862,1
-3.12949639217499,5.13988976493643,1
-3.040241529660879,4.983588198420701,1
-3.1267830848624993,5.321715580626598,1
-2.806825384715429,4.9602695196738225,1
-2.0223908946905342,4.264106449576844,1
-2.8662301993710155,5.06439846143168,1
-2.728858687996881,4.727935998708001,1
-3.091585991166484,5.21678184363352,1
-2.854795082327173,5.064498760154817,1
-1.9889625739704493,4.369796326847511,1
-3.045459640768413,5.119391963303238,1
-2.2076494601337098,4.707025718477437,1
-2.668373858060664,4.858335047106706,1
-2.924642852708035,5.282191433957114,1
-2.991114135126452,5.190950508327119,1
-2.3387500452105545,4.884791378117616,1
-2.8202931161560207,5.018958206280346,1
-2.8646783399510776,5.18462549965294,1
-1.9267619584053572,4.106157323007397,1
-2.6754556066210475,4.813069863985869,1
-2.620379757779161,4.706891851729024,1
-2.6681235010761677,4.9624272738125,1
-2.9720646327997478,5.197051527429303,1
-3.09986023426244,5.236090201718602,1
-2.34567993134495,4.851042277023324,1
-2.9192011078074867,5.1708176821859455,1
-2.608540777371901,4.825621484472407,1
-1.9779908099168588,4.358906324984478,1
-2.909108431389407,4.8692196192140305,1
-2.8725921019199037,5.116863946023765,1
-2.371638921094798,4.81048187577557,1
-2.8299153219320012,5.187033023356379,1
-2.8896028091143506,4.91434141214813,1
-2.939109670069834,5.397875392116719,1
-3.0780465817940916,5.107866041387555,1
-2.8925351802395047,5.080564681530722,1
-2.7815544603636204,4.7577313792811,1
-2.940317759226586,5.499132665978793,1
-2.865402212076572,5.067492776496122,1
-2.8015896530195676,5.092364645552024,1
-2.745902968197742,4.9766671081026574,1
-3.003650071619776,4.765487243112181,1
-2.934203615856807,5.308404075137424,1
-2.9321614374548006,5.030256278747952,1
-3.050833602693066,4.826492379090955,1
-2.9525537401541286,4.790259523267825,1
-2.791945043919319,5.175294175420725,1
-2.8235993842773213,5.169728799395191,1
-2.789646479197391,4.765055780263741,1
-2.684686928910568,4.908079275453507,1
-2.9891973789247577,4.928629976324686,1
-2.9940492022670853,5.024071809314374,1
-2.846285267710495,5.129570348336684,1
-2.796865594820378,5.157613164236909,1
-2.3635240441536327,4.895752844026461,1
-2.5908166492710207,4.8405311206089845,1
-2.7599495520593593,4.784710772017309,1
-3.0157141468032203,5.168011063696681,1
-2.399793176302102,4.92723038738119,1
-2.7279031646711753,4.871946840908718,1
-2.702104229840868,4.794779930998992,1
-2.0408021868123964,4.393381163229339,1
-2.9240058628126544,5.228744277932513,1
-2.822878291794413,4.754582137935784,1
-3.09864693216382,5.269745666311042,1
-2.6364077920161426,4.810463019634146,1
-2.8901616879570353,5.055333869680194,1
-2.6858637516370365,4.878176062895701,1
-2.714874144565673,4.9570217396468035,1
-2.685363236525111,5.005840608534565,1
-2.8931744225309863,5.3157215209222315,1
-3.0243205168053415,5.066227195184214,1
-2.7754823963928086,5.0531030370834475,1
-3.0014625963665305,5.313698996340018,1
-2.9313832846765875,5.0683675675275035,1
-2.538478055631158,4.719498875874369,1
-2.650422007500889,4.917130464586587,1
-2.8963213396923857,5.3611534168154344,1
-3.118185123893292,5.332193494823495,1
-2.778967096165606,5.426473704611299,1
-2.769489475800451,5.122637214192935,1
-2.9380237986353994,5.153795849992729,1
-2.888064105550291,5.18134916569662,1
-2.1742678007839853,4.619847513198659,1
-3.0464493746083736,5.24456777834692,1
-2.852215323762739,5.247089597588721,1
-2.8169587305420265,5.165315247171283,1
-2.613108572218605,4.8007221308364905,1
-2.9426740953518475,5.271610200329007,1
-2.916148996073958,4.627594638347384,1
-2.8827562029846177,4.719359333028965,1
-2.7601860711295076,5.158073789833156,1
-2.983774224856654,5.133996659494044,1
-2.958000577515297,5.604604235486052,1
-2.8649450017214413,5.283437618214935,1
-2.6437008662399077,4.99600126366559,1
-2.5789010496703852,4.771141069881223,1
-2.8751477539262322,5.258971011267783,1
-2.7203039852401685,4.944474611442902,1
-2.9497336530131393,5.355567978132577,1
-2.9833249704017915,5.304883338562308,1
-2.8843416025861246,5.622907277657319,1
-2.7389369616108197,4.854922079213903,1
-2.900502279155362,5.254477883412699,1
-2.822121969794093,5.219091535717917,1
-2.9036118676003544,4.629582567671144,1
-2.9139500214467766,5.319630774010162,1
-2.7221538550099464,5.113605528851736,1
-2.616531210150364,4.92707143400277,1
-2.9043950971129116,5.271572939444585,1
-2.949396497435466,5.272580913741563,1
-2.9156611863279953,5.160437111654932,1
-2.955954471436701,5.430070417854149,1
-3.0191841965564103,4.9294892430915676,1
-2.9881343920067946,5.389887841031171,1
-2.9285354534587413,5.234134216878083,1
-2.8961347693775457,5.481691348728168,1
-3.1052128828430656,5.504520243120657,1
-2.853722263160844,4.8933464036099625,1
-3.0712061617720647,5.349846257720533,1
-2.593136177813744,4.878100828081693,1
-2.8601386073430985,5.599813653709486,1
-2.7637603201842307,4.849835818292872,1
-2.880070505306321,4.712047765377424,1
-2.9727558190061165,5.669581405674285,1
-2.4026444019098143,4.9334035559973,1
-2.9718404285734663,5.441748522495019,1
-2.875817984784287,5.375945216924579,1
-3.063339331280232,5.421139938341107,1
-2.909014382216101,5.029357788824475,1
-2.553940971752144,4.879672665196207,1
-2.9849343056728577,5.627060156656756,1
-3.0789409070593363,5.498054656304166,1
-2.976263454299058,5.099955801961561,1
-2.939973272461422,4.959500680854421,1
-2.991881331890439,5.516181285448033,1
-2.920111567587186,5.402190255223812,1
-2.8103678258177975,4.936033252678588,1
-2.777361283449793,5.237755129723946,1
-2.91084107139494,5.3640426580562375,1
-2.8960978820060985,4.8881808663502095,1
-2.826468796398182,5.104402795098415,1
-2.9440891065817856,5.225032236883417,1
-2.800885531097846,5.036337285639096,1
-2.8235789093161956,4.857978044884939,1
-2.9164197507415874,5.379303125010945,1
-2.889127106538667,5.359650399441979,1
-2.9510401782317377,4.724130733549517,1
-2.939923148723774,5.4197570409640194,1
-2.9875949371448915,5.666224988586208,1
-2.859789395986515,5.426733555473623,1
-2.8052904871982496,5.491552035992396,1
-2.8819115638548345,5.715803044883745,1
-3.014468265933318,5.208045095733177,1
-2.9028702466779674,5.687403925980586,1
-2.786767735710599,4.852148312722418,1
-2.771778562549371,4.912408521874329,1
-2.8487243373282585,4.934312402594909,1
-2.973377580850833,5.472529604925529,1
-2.9025282541337396,4.857079291088357,1
-2.919597199463307,5.040133037755629,1
-2.9299644834140453,5.795684838757698,1
-2.9307271750121586,5.441822126065771,1
-2.878951655636073,4.961963203521236,1
-2.922407532877743,5.429234959444363,1
-2.9916942032704785,5.417023849453864,1
-2.8745936889981225,5.419363349080046,1
-3.0791309710433663,5.612233499457754,1
-2.8347768036823333,4.874461476430734,1
-2.9559787899164136,5.357018079033866,1
-2.9491172563154033,5.172524582377908,1
-2.9309411490034867,5.342541004408486,1
-2.9399510117811634,5.159113005025549,1
-2.9544377947331717,5.408522479446294,1
-3.0041235046189683,5.397423228023531,1
-2.9275675607809757,5.798076159403505,1
-2.8943624205785414,5.615882619990798,1
-3.010563595350182,5.68400332131901,1
-2.9607316002859037,5.170470521317208,1
-2.8908327642705554,5.503497191647198,1
-3.1295345336176643,5.730709051072651,1
-2.963671341108187,4.9590826391959215,1
-3.0963266815014654,5.683760168717094,1
-2.993745542442644,5.488781926716714,1
-2.880327906806282,4.938829141963472,1
-3.0927361973669094,5.501308752147461,1
-2.9289981286693574,5.151099170555539,1
-2.9252557721984895,5.424215243864741,1
-2.948677881122442,5.513419654164413,1
-3.045502525714301,5.615446456523091,1
-3.0826189765509655,5.3800988137784485,1
-3.001901610706632,5.794796371247357,1
-2.9851739562748625,5.328336092270624,1
-2.9746217898656546,5.307521002601115,1
-2.9408372070517577,5.551803267526575,1
-3.038547244031421,5.504057495718066,1
-2.9750843196676344,5.873164146783466,1
-2.969112961699417,5.86022932826631,1
-2.909501665931824,5.791657830200366,1
-3.1284052835529015,5.747506994435479,1
-2.951062413175405,5.867732568399336,1
-2.9252981528981277,4.928977276227135,1
-2.948302886491706,5.2746680047644885,1
-2.9148969462364116,5.5422244951213875,1
-2.963034622541324,5.489657532697581,1
-2.838904910968827,4.9671899950427525,1
-2.982729270683767,5.468940627478354,1
-3.03433192719936,5.726253691918875,1
-2.9991983468832433,5.9294146990169505,1
-2.937839611248078,5.650112247053548,1
-2.9673872819496356,5.216040989395692,1
-2.956369144202631,5.114934573823746,1
-2.884732952199557,5.0514132240130625,1
-3.0143883184103117,5.8607358683197095,1
-2.9091508771853447,5.039326807049501,1
-2.8596338920898874,5.0459897251910775,1
-3.0218124379704476,5.557525959160593,1
-2.9603200154928824,5.525440342644706,1
-3.0711538385320067,5.532385306638194,1
-3.1115714509869643,5.839390055049339,1
-3.065784034804181,5.723755962174491,1
-2.825043989014078,5.069006095141439,1
-2.951430669172413,5.425726957374666,1
-2.9553985930431534,5.622576377980092,1
-2.9383793944808114,5.545467053363007,1
-3.011419518081246,5.312452655757571,1
-2.9282188000817704,5.054205631279868,1
-2.8968312658117847,5.317763213221424,1
-2.974603241557275,5.560428462649284,1
-2.9355552303139354,5.627078410406197,1
-2.8699866712984337,5.183510509613749,1
-2.988880767078618,5.461839510182413,1
-2.9235570212724693,5.738419155272494,1
-2.907650519593424,5.765543136497588,1
-3.0442930965984383,5.861872770648607,1
-3.0765320376023406,5.949753507618356,1
-2.961818199436317,5.337286342491154,1
-3.0881494646316683,5.857379983541271,1
-3.084484131057879,5.706753123627279,1
-3.034943929467595,6.017176403895111,1
-3.019117748799762,6.017682730786731,1
-2.999705202975913,5.323277109206172,1
-3.0229811894739442,6.004004796584082,1
-3.101423288803231,6.009769962577146,1
-2.9738424794082596,5.512981427017979,1
-2.9885666768656107,5.636545099714293,1
-3.063924072704563,5.844958399054862,1
-3.066141179902016,6.109319385194147,1
-3.1154867369496397,5.9817256373204195,1
-3.1226426106435463,6.192050141761952,1
-3.121666961775418,6.131909738586419,1
-3.1347668261396358,6.068439293127091,1
-3.1030586484066007,6.079234579904975,1
-2.931404210139498,5.5215628415156806,1
-3.0849643256470705,6.122434359302704,1
-2.9338060302331805,5.490284381590285,1
-3.107306122003302,6.126001653967921,1
-2.9979134372151117,5.618251428285447,1
-3.0425877754294914,6.037511934387285,1
-3.117893630095962,6.040461245901912,1
-2.9733617576926648,5.719156370322573,1
-3.0724874241522584,6.058887224601067,1
-3.0536811597792646,5.984657361116973,1
-2.8962209575678686,5.203100818605197,1
-2.9143630191145973,5.405728353093274,1
-2.977008364803862,5.375158230025531,1
-2.960335861363493,5.815273061216896,1
-2.914903738001039,5.299189928422089,1
-2.9212219799719654,5.2334962918375,1
-2.944724254441805,5.198626109201742,1
-2.96038926990506,5.374884340583177,1
-2.9546499681122733,5.650954013874954,1
-2.9410926181473305,5.426978432510373,1
-3.0616692877467395,6.024629468664734,1
-2.920245052715775,5.707218747265644,1
-2.9720521120520433,5.620806739731349,1
-3.109135131298631,6.179392613730312,1
-2.943011470920702,5.760591293869076,1
-3.0772402895341395,6.108917326047707,1
-2.9180972536347163,5.545727813684845,1
-3.0841186231670163,5.927348414902239,1
-2.9888893286841594,5.499097843258895,1
-2.978042406060528,5.819309476295433,1
-2.9468799175280607,5.8656861293226985,1
-3.1247000383905443,6.214389234103236,1
-2.973253732260354,5.533549834965311,1
-3.105398414477104,5.854876692123572,1
-2.9971974838189395,5.764003285665644,1
-2.9485043303122707,5.586339421088139,1
-2.977126391582856,5.949217833342219,1
-2.9522531373659064,5.8054206729063385,1
-2.9459575483127125,5.594628985661295,1
-2.9848557806655416,5.735943881258034,1
-2.9845946495821867,5.9347542986987225,1
3.0880956565836386,4.84832130731617,2
3.1108857152561393,4.807266432712758,2
3.0950990231928355,4.933445325248634,2
3.081148806294021,4.96030105269453,2
3.1401941896252743,5.252163267729639,2
3.1332454589322056,4.875389495438638,2
3.083423337712874,5.4951582653975874,2
3.131310490610915,5.3431536985415,2
3.105684014574771,5.022543040042242,2
3.139727945891917,5.134931636637879,2
3.12680726223232,5.282818837580678,2
3.0948796417575006,5.390004525421861,2
3.122053019878975,5.301307241830078,2
3.1317783304480478,5.060226738392761,2
3.069353370817503,5.088694130600245,2
3.102720503825591,5.104340498454539,2
3.0885800609678036,5.169124258708407,2
3.1191992911304807,5.065260569836917,2
3.1221528688045495,5.048193809098862,2
3.1109089860457644,5.365741589612862,2
3.0867451077544117,5.335434789805179,2
3.108506293313893,5.23527720603699,2
3.1389537076549248,5.14791214882321,2
3.116489727468333,5.187163636385977,2
3.0907181903743384,5.260164247543757,2
3.1131475471325705,5.504785524379533,2
3.079356171626413,5.445379834476893,2
3.0956041974395236,5.381724860602015,2
3.139009792933804,5.341199958891113,2
3.079860680790996,5.517377397255668,2
3.1185738996660475,5.092227954738822,2
3.1182355906085686,5.266479650298323,2
3.047845344405671,5.497011408633326,2
3.038445812873108,5.4340414923303,2
3.1165384066729382,5.423384442033606,2
3.0282521182020483,5.509944871485671,2
3.098282974572268,5.153677131284324,2
3.1061537288037697,5.278270409343905,2
3.12798166057883,5.4713199738338405,2
3.092597941985223,5.274068057511809,2
3.068804848120777,5.373989081266616,2
3.0131357286887988,5.803268156489688,2
3.0625030104482938,5.537280597539488,2
3.0652608538554373,5.278793001526131,2
3.1399092865237135,5.338572485776381,2
3.091393828434941,5.472648647584225,2
3.052298684554032,5.154277971793173,2
3.093658068432602,5.184024673525464,2
3.06989057477081,5.294498688712786,2
3.0709950773310744,5.1621543374352825,2
2.995215242789211,5.498734706015195,2
3.0300859298696436,5.427017129313738,2
3.0950808582720333,5.323757555544413,2
3.1032441198234353,5.531925497131455,2
3.003276477623481,5.45612214133915,2
3.0476081488771087,5.240251284754349,2
3.0505638406882043,5.457300608591887,2
3.074445418108876,5.479713277447331,2
3.0707718628352176,5.374485128365722,2
3.0418615146090366,5.566331153828976,2
3.043280054447822,5.36632576630233,2
3.0561183485028893,5.36356266094137,2
3.0543050763870885,5.509052008918547,2
3.097333547186734,5.571527386433199,2
3.0756901686020677,5.486560682828221,2
3.066723451624171,5.639331544749704,2
2.9875889009457586,5.636069123526267,2
2.9673846879695702,5.527690815417627,2
2.9772954042980095,5.525408776571001,2
3.018627804529038,5.529013814187353,2
3.0433551305792856,5.6839283024605685,2
2.996076343425128,5.390836801092398,2
2.996518673975611,5.693607303015041,2
3.05308055240736,5.2528560834859075,2
3.071525377914133,5.626986060594096,2
3.05586634955428,5.2001382764929875,2
3.0106464631142873,5.840171245213488,2
3.13212477571596,5.446339582226165,2
2.9434343942232095,5.650157606564484,2
3.0382096164642505,5.367444703365256,2
3.0356663945773654,5.648208742075057,2
3.0060011703325666,5.612276397358054,2
3.0761885844915633,5.647213564471796,2
3.0166718077471733,5.317371004278449,2
3.1151320712068697,5.4216944757471754,2
3.043223423036879,5.432841695853548,2
2.9463285466720355,5.52838188369232,2
2.9627945934325575,5.689956693829303,2
2.919405842783606,5.62498022307665,2
3.0456609320982477,5.571824568000401,2
3.031366643769046,5.19837705569691,2
3.0156599564276863,5.288033468403246,2
3.0283291626627755,5.245751962627807,2
3.008759104336007,5.67752167669297,2
3.065075835938141,5.413149133932945,2
2.980958828307843,5.890677356341254,2
2.8844392671049035,5.929064743729851,2
2.9216314966127777,5.579236861293777,2
2.996252864352671,5.273308831158649,2
2.9729578675127417,5.301508052378608,2
2.9301817115753925,5.808865993039959,2
2.8842991502553503,5.67968422196871,2
2.9700702542442734,5.760529827153796,2
2.9046681690925826,5.598397789216923,2
2.9871789464888665,5.660073550928716,2
2.928127036975759,5.66679695657953,2
3.0187853536057614,5.775317300201796,2
3.009787035349245,5.57988438236518,2
2.864709196935419,5.707983300382861,2
2.9971442228998115,5.880320571101039,2
2.96150888393758,5.634302212177694,2
2.873774215955246,5.844124937529503,2
2.970985088323513,5.7530763081821705,2
2.902865156455123,5.651441995819554,2
3.032720426343502,5.471564945945125,2
3.014226461570091,5.44203215932799,2
3.027303540906198,5.570870029445982,2
2.9741079298808493,5.428390111147354,2
2.9687767417895943,5.4315015830471,2
2.864274505914616,5.844244633793835,2
2.893895095646993,5.746184352725128,2
3.0584798724032543,5.778799179112582,2
2.900680752193141,5.871080805687243,2
3.03437245115886,5.544525774458812,2
2.940418506367749,5.8041228531958895,2
2.9139733242733006,5.797115284958792,2
2.949272754513172,5.427653026931493,2
2.8939761051490147,5.594384204324183,2
3.002204096304615,5.4100990663373425,2
2.957785314509231,5.760269468155942,2
2.9398622058408144,5.73200457154442,2
2.87388806284962,5.672691078775387,2
2.9613553699302084,5.855071350412314,2
3.050861223408004,5.581961490407735,2
2.9360603737930715,5.4739870482251165,2
2.918710727628779,5.781825900863936,2
2.9460600336194096,5.565509680133561,2
2.856664192936849,6.007612074724644,2
2.951551129965328,5.388917575462528,2
