x,y,z,vx,vy,vz,lxvel,lyvel,lzvel,Potential,U,rho
-0.419079899576256,-0.05874175841940036,-0.14575053713435174,-62.539180771646144,-47.97703806479211,-17.36292855027411,20.509892,-18.868477,71.583557,-158795.140625,361.226227,0.002069
-0.06774516145883305,-0.45525035115652374,0.17928208305566534,64.5861924759626,-4.35824975457404,8.552538549167833,-10.285063000000001,-11.088905,-61.556297,-157038.4375,334.542938,0.0018260000000000001
0.09541139714559552,-0.393301245235771,-0.29370745965112544,8.288164650628895,-6.381263431963879,14.032535164934925,13.386954999999999,5.036877,-12.738415,-155090.0625,404.61721800000004,0.002487
0.26645749361968474,0.09412982409424045,0.4346605895257852,12.380249823451477,20.483323305354162,31.171814482394808,19.394157,32.336090000000006,-28.577371999999997,-155093.6875,337.089752,0.001849
-0.4788011461362397,0.22323106883741317,-0.11251993584396236,0.2130065775104529,-32.07436398830894,32.73969919047612,40.495354,-12.671494000000001,-7.556728,-155603.859375,422.101532,0.002664
0.288835888558714,-0.07915654332251747,0.4235905313752051,22.106731281563118,6.43570949001508,35.343849640305876,24.220551,17.176426,-36.076458,-155101.40625,302.830994,0.001549
0.2943108604648274,-0.29769577388285656,-0.2993158302441421,12.743163188416297,40.267129412457734,13.083220298170032,-2.899899,46.978012,-25.872355,-155219.359375,322.14590499999997,0.001716
0.33960638164469703,0.13174473857329222,0.3289646562906893,-16.910258139558756,52.53036100018588,-22.08647786464488,-28.598446000000003,60.138783,11.982614,-155434.453125,386.782898,0.002311
0.34614036232071516,-0.011486458535409966,-0.3680304388780885,54.60284155888326,24.01853752048073,-7.194567436947362,-29.720951,15.142676999999999,-52.227253000000005,-155546.703125,361.716095,0.002073
0.3656101594581779,-0.17233818117480343,-0.3588144666360687,37.906777826989625,5.838046809213815,1.9434388719655464,-10.679794000000001,5.072566999999999,-37.100483000000004,-154274.453125,320.191528,0.0016989999999999998
-0.19649698287673736,-0.4351938356120242,0.15041068995132537,76.74497627706987,-15.608354990334554,2.1078887118384704,-16.613905,-26.534683,-67.66433,-156587.125,341.559753,0.001889
-0.1321173675508366,-0.4240282021824195,-0.3359430088190292,-12.965994404813971,-18.167869518585224,0.3274359727653264,11.469616,-2.361336,14.095954,-153566.875,289.828156,0.001439
-0.30701268094040624,-0.2956147717048992,-0.2806324257416535,-40.23277981356311,-31.01375331208171,-24.26514138037866,2.033112,-11.160728,50.794895000000004,-154676.5,311.565247,0.0016239999999999998
0.1632657310523086,0.41328325507712105,-0.3066822116749104,1.512070838098957,47.56100282997876,2.707187733610615,-10.784657000000001,55.031318999999996,-13.224236,-154030.75,295.643097,0.0014880000000000002
0.17009644688627454,-0.4117732341679567,0.2839504882273069,63.74505405936364,4.018253142531933,32.50195496209102,8.974434,1.849335,-71.857826,-155408.59375,368.05911299999997,0.002133
0.17971022547881088,-0.44105410182009,-0.2716912065029501,31.89385460636427,53.15672620720848,18.044262636362248,-8.486134,54.253689,-47.629219,-154636.359375,287.56451400000003,0.0014199999999999998
-0.3408898323538823,-0.4079159562128469,0.22912844014373432,52.89422845301537,-39.86316307955508,16.834854766410704,11.573895,-38.979607,-47.058285,-154751.703125,308.315552,0.001596
0.2314002889985421,0.01321545663056291,0.5053217019151631,2.5519312112987933,24.362060052068575,3.7881079865518017,-3.18758,33.320503,-9.852953,-152692.421875,382.35049399999997,0.002268
0.04987289068948175,0.3649733733089252,0.40205340256709554,-31.5142588143662,20.793875909563493,17.30911730831323,21.002106,42.973194,16.180479000000002,-153238.828125,410.420837,0.002545
-0.2301279636264003,-0.49644720798172665,-0.28026784837065144,28.051588684600933,4.975613387865146,16.88903375797256,6.173702,10.271533999999999,-33.911476,-152943.359375,344.08013900000003,0.001
0.2968725887329272,-0.28418166860987815,0.36824865593524675,42.98734396434928,26.064065335594904,-8.563084026366102,-27.819777000000002,20.255745,-41.681217,-153447.96875,368.121216,0.002133
0.08582741470426024,0.31915349910128726,-0.3104233190122604,-0.7164638973533263,75.52073764557608,-15.533400374178774,-34.833458,78.039055,-9.799123,-155049.0,361.433868,0.002071
0.34221618829356976,-0.3478480155741114,0.16793154713743588,52.63173117394578,74.95406677080176,-13.10270843287089,-49.675284999999995,61.997005,-58.52932,-156401.03125,377.077087,0.002218
0.23551042218234974,0.500454837383819,-0.28599546754560057,-44.80897590442611,-0.9599903014712518,24.686146069816058,38.438309000000004,28.193554,29.669059999999998,-153334.921875,397.460876,0.002416
0.23637680612844578,-0.3200179831998096,0.3088710758508177,70.759048869008,-36.748836294930676,52.057533252811496,36.504845,-34.261658000000004,-77.483215,-156422.53125,339.319458,0.0018690000000000002
-0.49703480683946666,0.10993202103406532,-0.2173609064147001,-69.5662471213042,-14.457183503209666,13.817457669272587,40.709922999999996,20.830429000000002,58.889759,-154145.265625,257.046356,0.001165
-0.49565005690329417,-0.057822884129092644,0.19431034978290496,-17.123203848909036,-86.80548987146705,12.092925784611502,43.970131,-62.679672,27.220242,-155563.09375,372.020416,0.00217
0.41661697969151285,0.24536191475465005,-0.3646230420388343,22.314790763451903,34.08447947021563,21.87331695822348,3.762367,40.135098,-36.637844,-152521.015625,335.721802,0.001837
0.39561307056709505,0.15309361305263702,-0.36308968965940663,52.34257931006225,45.88823350769431,-1.694382449407127,-30.617193,37.32193,-56.8013,-153876.1875,353.415283,0.001997
0.09527124377347958,-0.5117552794262357,-0.1633061295427385,65.43420716181342,47.92702940699255,18.6588190063506,-17.175095000000002,39.440262,-76.916534,-154990.09375,386.434845,0.0023079999999999997
0.21128942501820205,0.47592912253084435,0.20378093625140242,-78.06975525151846,3.654455293184505,-23.62884186340208,4.395725,32.630573,77.453224,-154658.453125,418.675079,0.002628
-0.14059441008540055,-0.5362959487592647,-0.17794857149788657,72.06769062768741,19.949370229785032,18.123813164811224,-11.397606,11.268341,-76.96273000000001,-154449.953125,380.472382,0.00225
-0.5602623956646148,0.02324193751153163,-0.1823715642057628,19.367990893566102,-58.99336318615039,27.912181767270056,38.065582,-44.489044,-17.384779,-153732.046875,340.91747999999995,0.001883
-0.47257292905030757,-0.3326908522869913,-0.23948399837853127,9.928719843167446,-31.35199839690923,29.6840263642677,34.40377,-15.536514000000002,-15.233857,-152114.953125,296.190308,0.001493
-0.3968967403267075,0.46386170994927534,-0.15361911335497433,-20.442028660319192,-64.33766586094762,13.212316671301878,39.302437,-40.517967,25.184998999999998,-153478.390625,423.26617400000003,0.002675
0.33344521452625486,0.4676628486881696,0.19359210214625522,-77.48202012850577,32.223808098793334,1.699608396447015,18.373146,64.238647,61.21606800000001,-154296.34375,315.31777999999997,0.001657
0.1450485072786131,0.19902925916399763,0.4579437936154135,-7.365939938525269,25.746481766015787,76.58854221966472,64.954689,52.420277,-29.652292,-154141.75,419.175354,0.002634
0.23509159257166162,-0.30608608229948725,0.5062179478818105,31.998634706217313,0.9291046949121196,3.162872491545991,-6.207647,2.5193790000000003,-31.271931,-151358.375,341.561401,0.001889
0.23113724699693505,-0.3370229256795799,-0.43133730170604784,20.08033326837556,-36.04849310953661,-28.35832058180187,-19.569912,-34.785919,-0.731157,-152165.171875,384.219635,0.0008869999999999999
0.06954899422136906,0.601547782797616,-0.3556353886089914,-23.339393319618555,25.12023608609937,-0.2556087945331465,1.299202,40.972836,14.816821,-151346.609375,308.072632,0.001594
0.14651205814282542,-0.387612243888657,0.4376408230448271,33.64631282010892,-25.893627982523327,53.8938098305871,46.857422,-12.634438000000001,-47.091606,-153025.28125,298.111084,0.001509
0.4204675439782309,0.002720061430560584,-0.4231566543323271,41.36717805037344,23.536343013443076,4.848125542976445,-14.498292999999999,21.118954000000002,-44.947379999999995,-151736.96875,263.167175,0.001216
0.4442366263755478,0.2898777495187002,0.20988920859931268,-59.027384596641284,61.35014196386971,-7.850147641043719,-4.889208,83.897522,42.440917999999996,-153962.1875,393.375916,0.002375
0.3545999159839409,0.008746217307486136,0.4166353212102789,14.308854271793749,54.62030672015002,-45.89836412468025,-60.666191000000005,47.866096,-7.1758679999999995,-152893.28125,375.181885,0.0022
0.3031555189124274,-0.18883036682882104,0.4831956670099906,26.472116954010087,31.921442352882703,-21.176931465639406,-35.579514,28.100136,-23.122587,-151259.390625,321.82189900000003,0.001714
0.10761548956385987,0.22269226712304782,0.5309203642398057,-18.20299504824551,-11.419941056686284,11.109294785355848,20.812618,7.69545,13.213592000000002,-150295.09375,334.261139,0.0018239999999999999
0.2105782168632464,-0.11110048871711913,0.5828468722361928,19.92810494495257,18.08460372750951,4.811118587493484,-5.98567,22.4646,-24.573839000000003,-150464.09375,371.890839,0.002169
-0.5991426364069519,0.29756698289182615,-0.11872142051450876,9.707195296677407,-65.3877032015409,28.574099903430984,43.692421,-47.413933,-7.666734,-152664.984375,356.890015,0.002029
0.14515341552434285,0.32069832114417307,0.45904583178363184,-24.506136355780793,-15.605420823433015,-34.772833727044066,-17.093426,-3.662148,37.638054,-150835.875,294.886475,0.001482
